Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 234,234,234
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 30.04450942541385671802
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.0639576684 | 2.5226167160
	3.6193580194 | 4.6932447836 | 1.1532327822
	14.8101968258 | 15.2794409337 | 0.2201900328
	95.6802585245 | 89.0251360802 | 44.2906547479
	80.7599408181 | 75.5936766762 | 26.6902851838
	151.9124776000 | 147.3583757920 | 20.7398432776
	38.1071303166 | 35.1241397530 | 8.8982327021
	60.5283449415 | 59.9117097667 | 0.3802389389
	15.7713610460 | 15.4300150441 | 0.1165170930
	26.9295441315 | 26.4218203423 | 0.2577834461
	45.3353975536 | 44.7905586447 | 0.2968494367
	26.9394855072 | 25.0571779603 | 3.5430817013
	18.7386443260 | 19.3580533743 | 0.3836675692
	12.9336643570 | 28.6361150832 | 246.5669588089
	14.2649027747 | 19.5674772357 | 28.1172959145
	41.8627761972 | 40.2913390809 | 2.4694146105
	23.8797765501 | 29.6411047941 | 33.1929031350
	13.8573527199 | 16.3885553271 | 6.4069866389
	14.6417113659 | 19.8899123245 | 27.5436133024
	7.6741391471 | 13.9198404883 | 39.0087852441
	21.0954875292 | 20.0472168018 | 1.0988715179
	7.3071484354 | 10.8572955245 | 12.6035443545
	8.1531554515 | 16.4674825667 | 69.1280353788
	17.5377826988 | 20.7087521189 | 10.0550470636
	16.0668745556 | 14.2345843860 | 3.3572872653
	12.1911370473 | 11.0581174778 | 1.2837333448
	8.8726714451 | 11.3052915742 | 5.9176406925
	11.2864427278 | 11.3052915742 | 0.0003552790
	10.1091975389 | 20.6437961590 | 110.9777680877
	8.0182772777 | 9.3169284013 | 1.6864947408
	14.6978954500 | 14.8818949732 | 0.0338558245
	6.2137733467 | 15.9277775093 | 94.3618768708
	18.2282702253 | 19.8128709868 | 2.5109595733
	10.7750992010 | 11.3168032037 | 0.2934432265
	10.2547250236 | 13.5898763150 | 11.1232341366
	5.8496227769 | 13.3799358535 | 56.7056150326
	7.5810516990 | 10.7177368118 | 9.8387934968
	8.4908655969 | 10.6154545532 | 4.5138782335
	6.0780658615 | 8.9418086845 | 8.2010229565
	7.0879116947 | 9.5742620835 | 6.1819382559
