Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 421,421,421
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 28.84974421815298128990
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 41.4021931295 | 18.0628340494
	3.6193580194 | 8.2876660718 | 21.7931000724
	14.8101968258 | 11.8721498733 | 8.6321198954
	95.6802585245 | 93.9791254558 | 2.8938537174
	80.7599408181 | 75.1142862641 | 31.8734153428
	151.9124776000 | 147.6332454446 | 18.3118278395
	38.1071303166 | 37.9029180138 | 0.0417026646
	60.5283449415 | 58.9862908855 | 2.3779307118
	15.7713610460 | 17.4172339916 | 2.7088977529
	26.9295441315 | 31.4301552755 | 20.2555006696
	45.3353975536 | 43.0250637661 | 5.3376422101
	26.9394855072 | 23.5996748252 | 11.1543353917
	18.7386443260 | 19.7681291552 | 1.0598390136
	12.9336643570 | 21.7387862182 | 77.5301709893
	14.2649027747 | 17.9643067347 | 13.6855896594
	41.8627761972 | 42.2799797650 | 0.1740588170
	23.8797765501 | 29.1351929211 | 27.6194012327
	13.8573527199 | 16.3989916634 | 6.4599285194
	14.6417113659 | 17.9643067347 | 11.0396399850
	7.6741391471 | 16.4920957059 | 77.7563578728
	21.0954875292 | 21.0010652570 | 0.0089155655
	7.3071484354 | 6.0869634212 | 1.4888514688
	8.1531554515 | 18.1265637491 | 99.4688730708
	17.5377826988 | 16.7796330347 | 0.5747909131
	16.0668745556 | 15.7752135745 | 0.0850661279
	12.1911370473 | 12.4998521573 | 0.0953050192
	8.8726714451 | 10.7239780075 | 3.4273359878
	11.2864427278 | 11.8936028887 | 0.3686434609
	10.1091975389 | 23.0268969077 | 166.8669569833
	8.0182772777 | 9.8229388078 | 3.2568032381
	14.6978954500 | 13.2864703728 | 1.9921207484
	6.2137733467 | 14.5142473970 | 68.8978694599
	18.2282702253 | 17.4476508145 | 0.6093666646
	10.7750992010 | 14.6807521521 | 15.2541249739
	10.2547250236 | 10.0812143191 | 0.0301059646
	5.8496227769 | 7.9551263948 | 4.4331454853
	7.5810516990 | 13.4454466145 | 34.3911277256
	8.4908655969 | 9.0024537586 | 0.2617224472
	6.0780658615 | 14.4307304446 | 69.7670056377
	7.0879116947 | 8.5917282072 | 2.2614641032
