Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 69,69,69
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 29.23372286933092567551
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 42.4666369535 | 10.1480185349
	3.6193580194 | 16.1229597735 | 156.3400568248
	14.8101968258 | 12.6942100477 | 4.4774000454
	95.6802585245 | 93.5243072259 | 4.6481260019
	80.7599408181 | 81.6676599920 | 0.8239540987
	151.9124776000 | 147.6496646443 | 18.1715742952
	38.1071303166 | 35.3517210813 | 7.5922800537
	60.5283449415 | 57.9605031011 | 6.5938117174
	15.7713610460 | 16.9068102187 | 1.2892448238
	26.9295441315 | 28.3955925554 | 2.1492979813
	45.3353975536 | 41.4790864687 | 14.8711351842
	26.9394855072 | 29.8795295389 | 8.6438589079
	18.7386443260 | 15.7353434629 | 9.0198160742
	12.9336643570 | 15.3121827427 | 5.6573497109
	14.2649027747 | 14.4030150444 | 0.0190749990
	41.8627761972 | 41.4825709562 | 0.1445560253
	23.8797765501 | 23.3041633962 | 0.3313305030
	13.8573527199 | 14.7975668291 | 0.8840025712
	14.6417113659 | 15.3977904467 | 0.5716555765
	7.6741391471 | 9.7368375840 | 4.2547248416
	21.0954875292 | 21.1718288939 | 0.0058280040
	7.3071484354 | 11.8550700357 | 20.6835908823
	8.1531554515 | 8.3381201710 | 0.0342119475
	17.5377826988 | 18.6636196735 | 1.2675088937
	16.0668745556 | 17.9004034020 | 3.3618280309
	12.1911370473 | 16.0038370664 | 14.5366814359
	8.8726714451 | 14.8021790317 | 35.1590602193
	11.2864427278 | 11.2793970377 | 0.0000496417
	10.1091975389 | 10.8917925113 | 0.6124548908
	8.0182772777 | 23.6064287486 | 242.9904662791
	14.6978954500 | 15.0857538279 | 0.1504341214
	6.2137733467 | 6.0375642826 | 0.0310496343
	18.2282702253 | 16.3474956398 | 3.5373130415
	10.7750992010 | 10.9625585122 | 0.0351409933
	10.2547250236 | 8.5242292200 | 2.9946157263
	5.8496227769 | 16.0288744318 | 103.6171642531
	7.5810516990 | 10.3423943526 | 7.6250132509
	8.4908655969 | 6.2138044462 | 5.1850074839
	6.0780658615 | 18.5301337349 | 155.0539943253
	7.0879116947 | 8.1357050784 | 1.0978709749
