Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 23,23,23
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 20.63558937892358358113
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.6512889078 | 4.0037749761
	3.6193580194 | 7.6043746033 | 15.8803571739
	14.8101968258 | 14.4179002816 | 0.1538965786
	95.6802585245 | 91.4174383893 | 18.1716355052
	80.7599408181 | 78.6885519945 | 4.2906516586
	151.9124776000 | 148.8118132848 | 9.6141191954
	38.1071303166 | 34.4844661743 | 13.1236954880
	60.5283449415 | 61.3744922833 | 0.7159653240
	15.7713610460 | 18.8940164534 | 9.7509767931
	26.9295441315 | 24.2135802247 | 7.3764599430
	45.3353975536 | 44.1340750928 | 1.4431756549
	26.9394855072 | 26.9494366846 | 0.0000990259
	18.7386443260 | 20.0192271778 | 1.6398924404
	12.9336643570 | 14.1814772819 | 1.5570370954
	14.2649027747 | 13.9225094247 | 0.1172332061
	41.8627761972 | 39.0550366514 | 7.8834013573
	23.8797765501 | 26.6176716571 | 7.4960696171
	13.8573527199 | 17.7031561616 | 14.7902041121
	14.6417113659 | 18.3695591041 | 13.8968487592
	7.6741391471 | 8.8098763839 | 1.2898990710
	21.0954875292 | 20.8253445617 | 0.0729772229
	7.3071484354 | 11.1473669743 | 14.7472784265
	8.1531554515 | 9.3032446580 | 1.3227051830
	17.5377826988 | 17.9838683013 | 0.1989923648
	16.0668745556 | 17.2790760152 | 1.4694323787
	12.1911370473 | 10.5625984212 | 2.6521380567
	8.8726714451 | 10.2112250007 | 1.7917256211
	11.2864427278 | 13.1134036159 | 3.3377860864
	10.1091975389 | 15.0803635780 | 24.7124917884
	8.0182772777 | 9.2763081108 | 1.5826415770
	14.6978954500 | 15.5779452545 | 0.7744876584
	6.2137733467 | 17.5617260020 | 128.7760294668
	18.2282702253 | 15.9167575440 | 5.3430908761
	10.7750992010 | 18.5975297799 | 61.1904201613
	10.2547250236 | 9.0708565025 | 1.4015446754
	5.8496227769 | 6.9043830934 | 1.1125193254
	7.5810516990 | 11.0905896430 | 12.3168565805
	8.4908655969 | 13.3375644360 | 23.4904896376
	6.0780658615 | 8.4856680590 | 5.7965483414
	7.0879116947 | 7.8241186029 | 0.5420006116
