Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 460,460,460
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 22.55823240983237809587
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 45.5634630802 | 0.0078799973
	3.6193580194 | 15.6434900065 | 144.5797500433
	14.8101968258 | 21.5902843962 | 45.9695874620
	95.6802585245 | 94.6749140770 | 1.0107174580
	80.7599408181 | 79.5863902452 | 1.3772209471
	151.9124776000 | 150.3819783378 | 2.3424279917
	38.1071303166 | 33.3634861645 | 22.5021598413
	60.5283449415 | 56.5741023844 | 15.6360342011
	15.7713610460 | 15.4373951169 | 0.1115332418
	26.9295441315 | 22.5736991416 | 18.9733855759
	45.3353975536 | 42.0199441252 | 10.9922314361
	26.9394855072 | 26.1211528137 | 0.6696683973
	18.7386443260 | 18.8048800857 | 0.0043871759
	12.9336643570 | 17.6631662184 | 22.3681878564
	14.2649027747 | 13.8653349442 | 0.1596544511
	41.8627761972 | 43.5719996300 | 2.9214447432
	23.8797765501 | 29.8442429652 | 35.5748596171
	13.8573527199 | 17.1947124918 | 11.1379702470
	14.6417113659 | 14.5264120519 | 0.0132939318
	7.6741391471 | 12.8908684085 | 27.2142641870
	21.0954875292 | 21.2751226647 | 0.0322687819
	7.3071484354 | 13.3757594390 | 36.8280395133
	8.1531554515 | 8.1407245796 | 0.0001545266
	17.5377826988 | 17.1239615503 | 0.1712479429
	16.0668745556 | 14.9045567780 | 1.3509826159
	12.1911370473 | 12.1493745862 | 0.0017441032
	8.8726714451 | 11.3504130374 | 6.1392033980
	11.2864427278 | 10.2534456316 | 1.0670830008
	10.1091975389 | 10.9911051678 | 0.7777610660
	8.0182772777 | 11.5040265021 | 12.1504476555
	14.6978954500 | 16.2179522108 | 2.3105725560
	6.2137733467 | 8.3847251316 | 4.7130316521
	18.2282702253 | 19.9231560856 | 2.8726380793
	10.7750992010 | 17.8605853981 | 50.2041146492
	10.2547250236 | 13.7324878480 | 12.0948342622
	5.8496227769 | 9.1471991046 | 10.8740096372
	7.5810516990 | 9.2548478701 | 2.8015936227
	8.4908655969 | 9.0106266274 | 0.2701515289
	6.0780658615 | 5.2819987404 | 0.6337228612
	7.0879116947 | 7.2044844218 | 0.0135892007
