Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 99,99,99
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 17.82928660700975953546
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.7922634045 | 0.7395467235
	3.6193580194 | 7.4372132040 | 14.5760182106
	14.8101968258 | 15.5865331181 | 0.6026980387
	95.6802585245 | 91.2369405994 | 19.7430741836
	80.7599408181 | 76.5391232427 | 17.8153010043
	151.9124776000 | 148.3130607078 | 12.9558019642
	38.1071303166 | 40.4848379997 | 5.6534938264
	60.5283449415 | 61.0886141336 | 0.3139015676
	15.7713610460 | 14.5559752833 | 1.4771625522
	26.9295441315 | 28.1194554252 | 1.4158888869
	45.3353975536 | 44.5704774875 | 0.5851027076
	26.9394855072 | 23.5847241192 | 11.2544239706
	18.7386443260 | 16.9228196652 | 3.2972191987
	12.9336643570 | 15.1968568618 | 5.1220403137
	14.2649027747 | 14.5507259408 | 0.0816948823
	41.8627761972 | 40.1882737608 | 2.8039584097
	23.8797765501 | 22.1502276477 | 2.9913394058
	13.8573527199 | 23.4671378685 | 92.3479706032
	14.6417113659 | 13.8373244039 | 0.6470383845
	7.6741391471 | 8.7943640631 | 1.2549038624
	21.0954875292 | 19.2248188230 | 3.4994014086
	7.3071484354 | 8.3032425181 | 0.9922034216
	8.1531554515 | 8.4858876967 | 0.1107107470
	17.5377826988 | 17.1235742775 | 0.1715686163
	16.0668745556 | 19.5593336699 | 12.1972706653
	12.1911370473 | 12.2533185498 | 0.0038665393
	8.8726714451 | 11.0028041496 | 4.5374653385
	11.2864427278 | 10.7365388208 | 0.3023943070
	10.1091975389 | 9.0502388760 | 1.1213934497
	8.0182772777 | 9.2350584218 | 1.4805563526
	14.6978954500 | 20.8295178884 | 37.5967937274
	6.2137733467 | 8.5092543692 | 5.2692331247
	18.2282702253 | 17.7170958084 | 0.2612992845
	10.7750992010 | 13.8121295621 | 9.2235534140
	10.2547250236 | 9.7612509400 | 0.2435166712
	5.8496227769 | 7.8691510364 | 4.0784943911
	7.5810516990 | 12.9451654308 | 28.7737161279
	8.4908655969 | 11.7721128121 | 10.7665832872
	6.0780658615 | 6.9797670151 | 0.8130649705
	7.0879116947 | 7.9607211664 | 0.7617963738
