Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 389,389,389
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 24.82325876767215433460
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 45.5254527346 | 0.0160730910
	3.6193580194 | 4.7507949234 | 1.2801494677
	14.8101968258 | 16.0834391327 | 1.6211459721
	95.6802585245 | 92.5177388618 | 10.0015306169
	80.7599408181 | 76.3881490074 | 19.1125636363
	151.9124776000 | 150.6134766100 | 1.6874035721
	38.1071303166 | 33.4685367108 | 21.5165506394
	60.5283449415 | 61.9229513134 | 1.9449269323
	15.7713610460 | 15.9445524656 | 0.0299952678
	26.9295441315 | 28.6798418129 | 3.0635419737
	45.3353975536 | 42.3502525806 | 8.9110905103
	26.9394855072 | 25.4700061047 | 2.1593697145
	18.7386443260 | 19.0039597812 | 0.0703922908
	12.9336643570 | 20.4520810817 | 56.5265900460
	14.2649027747 | 18.2996086054 | 16.2788511406
	41.8627761972 | 38.9766040133 | 8.3299898755
	23.8797765501 | 23.4650661703 | 0.1719846991
	13.8573527199 | 19.0338708945 | 26.7963404124
	14.6417113659 | 17.9711524897 | 11.0851781972
	7.6741391471 | 6.5652204483 | 1.2297006805
	21.0954875292 | 22.0124069688 | 0.8407412587
	7.3071484354 | 12.7611955016 | 29.7466294010
	8.1531554515 | 11.6590966787 | 12.2916238892
	17.5377826988 | 16.7337893514 | 0.6464053026
	16.0668745556 | 15.4328639393 | 0.4019694615
	12.1911370473 | 22.0751520674 | 97.6937529178
	8.8726714451 | 9.2462993897 | 0.1395978410
	11.2864427278 | 12.3277864474 | 1.0843967422
	10.1091975389 | 17.8666110992 | 60.1774651455
	8.0182772777 | 8.0717822976 | 0.0028627872
	14.6978954500 | 17.0831034162 | 5.6892170423
	6.2137733467 | 8.0885598694 | 3.5148245057
	18.2282702253 | 21.8746492130 | 13.2960797220
	10.7750992010 | 11.8037132537 | 1.0580468693
	10.2547250236 | 15.6792796711 | 29.4257931232
	5.8496227769 | 6.5652204483 | 0.5120800274
	7.5810516990 | 11.3216788168 | 13.9922912347
	8.4908655969 | 20.4760323191 | 143.6442213586
	6.0780658615 | 6.3599135232 | 0.0794381044
	7.0879116947 | 10.2696361292 | 10.1233703766
