Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 141,141,141
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 18.24666116762737999579
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 46.0034077265 | 0.1233240894
	3.6193580194 | 4.8320018996 | 1.4705051803
	14.8101968258 | 12.3450909839 | 6.0767468120
	95.6802585245 | 93.6614648736 | 4.0755278050
	80.7599408181 | 83.5943537661 | 8.0338967601
	151.9124776000 | 150.8791165439 | 1.0678350723
	38.1071303166 | 37.3151419815 | 0.6272455229
	60.5283449415 | 60.7609031362 | 0.0540833139
	15.7713610460 | 18.1739613659 | 5.7724882971
	26.9295441315 | 25.1588482921 | 3.1353637555
	45.3353975536 | 43.4887061289 | 3.4102692182
	26.9394855072 | 26.0183611058 | 0.8484701629
	18.7386443260 | 18.7968205109 | 0.0033844685
	12.9336643570 | 13.9805883617 | 1.0960498716
	14.2649027747 | 17.1608335438 | 8.3864150196
	41.8627761972 | 42.9740047290 | 1.2348288497
	23.8797765501 | 25.3285667746 | 2.0989931147
	13.8573527199 | 14.2050522636 | 0.1208949727
	14.6417113659 | 14.8960845709 | 0.0647057274
	7.6741391471 | 8.0322200051 | 0.1282219008
	21.0954875292 | 21.5688663648 | 0.2240875219
	7.3071484354 | 11.4857801824 | 17.4609632775
	8.1531554515 | 7.2592452753 | 0.7990754031
	17.5377826988 | 19.7358440301 | 4.8314736162
	16.0668745556 | 22.1147202447 | 36.5764374799
	12.1911370473 | 9.5444818242 | 7.0047838696
	8.8726714451 | 12.0573969344 | 10.1424764421
	11.2864427278 | 17.8974613367 | 43.7055670468
	10.1091975389 | 11.6585462627 | 2.4004814680
	8.0182772777 | 9.6708166876 | 2.7308865012
	14.6978954500 | 13.1606141909 | 2.3632336694
	6.2137733467 | 7.0767269239 | 0.7446888764
	18.2282702253 | 21.4054620328 | 10.0945477814
	10.7750992010 | 10.6833744568 | 0.0084134287
	10.2547250236 | 20.2704143110 | 100.3140319008
	5.8496227769 | 11.4803446638 | 31.7050289677
	7.5810516990 | 9.7196961748 | 4.5738001939
	8.4908655969 | 11.4857801824 | 8.9695133748
	6.0780658615 | 6.2372528639 | 0.0253405018
	7.0879116947 | 6.4271829074 | 0.4365625304
