Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 33,33,33
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 21.02041800533548965291
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 40.5553925284 | 25.9777769746
	3.6193580194 | 4.7950968673 | 1.3823618384
	14.8101968258 | 14.3169395005 | 0.2433027890
	95.6802585245 | 97.4891523245 | 3.2720967796
	80.7599408181 | 79.7965670887 | 0.9280889424
	151.9124776000 | 150.2481056017 | 2.7701341487
	38.1071303166 | 36.6078218395 | 2.2479259093
	60.5283449415 | 60.7285957886 | 0.0401004017
	15.7713610460 | 14.7003473252 | 1.1470703903
	26.9295441315 | 29.7263393651 | 7.8220635790
	45.3353975536 | 44.2063250379 | 1.2748047458
	26.9394855072 | 27.4884464240 | 0.3013580882
	18.7386443260 | 18.8778015463 | 0.0193647320
	12.9336643570 | 12.9116533739 | 0.0004844834
	14.2649027747 | 17.7664990824 | 12.2611767019
	41.8627761972 | 40.3943726594 | 2.1562089500
	23.8797765501 | 21.0983797679 | 7.7361680603
	13.8573527199 | 19.9904918564 | 37.6153956682
	14.6417113659 | 20.8244773955 | 38.2265957773
	7.6741391471 | 8.5339450516 | 0.7392661934
	21.0954875292 | 21.8873459066 | 0.6270396897
	7.3071484354 | 15.7462158750 | 71.2178592506
	8.1531554515 | 7.9475249328 | 0.0422839102
	17.5377826988 | 18.3380983033 | 0.6405050669
	16.0668745556 | 17.0346605991 | 0.9366098261
	12.1911370473 | 14.9521107671 | 7.6229758815
	8.8726714451 | 11.2155584969 | 5.4891197374
	11.2864427278 | 16.4124864288 | 26.2763240242
	10.1091975389 | 12.9960963172 | 8.3341845563
	8.0182772777 | 11.3186816963 | 10.8926693260
	14.6978954500 | 20.4120669283 | 32.6517556837
	6.2137733467 | 6.6552124675 | 0.1948684974
	18.2282702253 | 17.3008889824 | 0.8600359698
	10.7750992010 | 18.0928279202 | 53.5491536074
	10.2547250236 | 14.7933709899 | 20.5993072070
	5.8496227769 | 12.1223269113 | 39.3468171576
	7.5810516990 | 10.3681526332 | 7.7679316175
	8.4908655969 | 8.8801941577 | 0.1515767283
	6.0780658615 | 8.4741555306 | 5.7412457023
	7.0879116947 | 8.7474190089 | 2.7539645258
