Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 46,46,46
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 27.78953676836860964272
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.1208378820 | 2.3451692595
	3.6193580194 | 12.6599382850 | 81.7320915394
	14.8101968258 | 14.2794851972 | 0.2816548328
	95.6802585245 | 90.3934398355 | 27.9504518499
	80.7599408181 | 78.1588016125 | 6.7659251670
	151.9124776000 | 147.4464104635 | 19.9457556678
	38.1071303166 | 39.3492278383 | 1.5428062536
	60.5283449415 | 60.4027104944 | 0.0157840143
	15.7713610460 | 14.7668571571 | 1.0090280629
	26.9295441315 | 29.7856899421 | 8.1575688915
	45.3353975536 | 43.3186978716 | 4.0670776077
	26.9394855072 | 21.0763835633 | 34.3759644046
	18.7386443260 | 20.1844729812 | 2.0904205001
	12.9336643570 | 16.0649788458 | 9.8051304279
	14.2649027747 | 16.7427730779 | 6.1398412397
	41.8627761972 | 43.2691328405 | 1.9778390081
	23.8797765501 | 26.2856400573 | 5.7881792154
	13.8573527199 | 12.7559201254 | 1.2131537603
	14.6417113659 | 15.1005728423 | 0.2105538545
	7.6741391471 | 9.7369695898 | 4.2552694355
	21.0954875292 | 19.0582212964 | 4.1504537034
	7.3071484354 | 15.9846470520 | 75.2989822407
	8.1531554515 | 9.0085435538 | 0.7316888057
	17.5377826988 | 18.9721396607 | 2.0573798941
	16.0668745556 | 16.4822270601 | 0.1725177030
	12.1911370473 | 11.0011603166 | 1.4160446195
	8.8726714451 | 13.6015620121 | 22.3624059945
	11.2864427278 | 29.6425874813 | 336.9480502105
	10.1091975389 | 13.2334183594 | 9.7607557355
	8.0182772777 | 7.0181780460 | 1.0001984734
	14.6978954500 | 14.1252114478 | 0.3279669664
	6.2137733467 | 9.0964111444 | 8.3096006725
	18.2282702253 | 25.1950341126 | 48.5357990614
	10.7750992010 | 10.6838223221 | 0.0083314686
	10.2547250236 | 15.3703711012 | 26.1698347905
	5.8496227769 | 7.0181780460 | 1.3655214169
	7.5810516990 | 10.4891338563 | 8.4569418335
	8.4908655969 | 10.3750450939 | 3.5501323768
	6.0780658615 | 5.7071879063 | 0.1375504576
	7.0879116947 | 8.4401440651 | 1.8285323836
