Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 20,20,20
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 21.19951651032704376121
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 40.0734468168 | 31.1228489098
	3.6193580194 | 8.5143745249 | 23.9611865893
	14.8101968258 | 15.5709263116 | 0.5787093505
	95.6802585245 | 95.0093394509 | 0.4501324033
	80.7599408181 | 83.4897974377 | 7.4521171638
	151.9124776000 | 148.9875776834 | 8.5550395220
	38.1071303166 | 39.0647090740 | 0.9169570766
	60.5283449415 | 59.5075813260 | 1.0419583588
	15.7713610460 | 15.3489584840 | 0.1784239244
	26.9295441315 | 24.0356226397 | 8.3747816007
	45.3353975536 | 39.4473310267 | 34.6693274259
	26.9394855072 | 25.2183472167 | 2.9623170151
	18.7386443260 | 20.4486991813 | 2.9242876081
	12.9336643570 | 13.9849899804 | 1.1052855663
	14.2649027747 | 13.8252742291 | 0.1932732581
	41.8627761972 | 42.1397435526 | 0.0767109160
	23.8797765501 | 23.6945447787 | 0.0343108092
	13.8573527199 | 13.3931776716 | 0.2154584755
	14.6417113659 | 20.2501366983 | 31.4544347098
	7.6741391471 | 13.3135621600 | 31.8030919190
	21.0954875292 | 21.6222044978 | 0.2774307649
	7.3071484354 | 18.8111352436 | 132.3417124827
	8.1531554515 | 9.0149710885 | 0.7427261923
	17.5377826988 | 16.0865586423 | 2.1060512621
	16.0668745556 | 13.9407512769 | 4.5204001960
	12.1911370473 | 11.7027246038 | 0.2385467149
	8.8726714451 | 10.8978821930 | 4.1014785735
	11.2864427278 | 13.6195541133 | 5.4434087370
	10.1091975389 | 10.4900379167 | 0.1450393934
	8.0182772777 | 11.7703737638 | 14.0782280409
	14.6978954500 | 16.8921955563 | 4.8149529565
	6.2137733467 | 8.7958482356 | 6.6671107320
	18.2282702253 | 19.7205825004 | 2.2269959264
	10.7750992010 | 10.1543642289 | 0.3853119056
	10.2547250236 | 14.6310161424 | 19.1519239564
	5.8496227769 | 11.5184437826 | 32.1355315951
	7.5810516990 | 10.7315154633 | 9.9254219301
	8.4908655969 | 11.9363704036 | 11.8715033735
	6.0780658615 | 8.6200168895 | 6.4615150287
	7.0879116947 | 9.0149710885 | 3.7135579072
