Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 315,315,315
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 27.48174423080330086577
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.4988323486 | 4.6371319072
	3.6193580194 | 6.8291582438 | 10.3028174807
	14.8101968258 | 19.6502390893 | 23.4260091124
	95.6802585245 | 96.1386106989 | 0.2100867158
	80.7599408181 | 76.2681151430 | 20.1764978957
	151.9124776000 | 146.1251943076 | 33.4926479066
	38.1071303166 | 37.8284401387 | 0.0776682152
	60.5283449415 | 57.0880345129 | 11.8357358452
	15.7713610460 | 13.6529909669 | 4.4874917919
	26.9295441315 | 26.8439772341 | 0.0073216939
	45.3353975536 | 43.6704027305 | 2.7722077612
	26.9394855072 | 23.4193315832 | 12.3914836491
	18.7386443260 | 17.5232460102 | 1.4771930661
	12.9336643570 | 11.9507555240 | 0.9661097740
	14.2649027747 | 19.0260822216 | 22.6688297259
	41.8627761972 | 38.1100605847 | 14.0828744687
	23.8797765501 | 23.4742811910 | 0.1644264863
	13.8573527199 | 12.6125981455 | 1.5494139503
	14.6417113659 | 14.0200470996 | 0.3864664599
	7.6741391471 | 25.2773669557 | 309.8736292805
	21.0954875292 | 20.8933562394 | 0.0408570583
	7.3071484354 | 10.2253493753 | 8.5158967257
	8.1531554515 | 9.9494174401 | 3.2265571320
	17.5377826988 | 20.7099002509 | 10.0623297643
	16.0668745556 | 18.6833021909 | 6.8456935710
	12.1911370473 | 15.9609326864 | 14.2113591609
	8.8726714451 | 13.1096925429 | 17.9523477831
	11.2864427278 | 11.8974500993 | 0.3733300080
	10.1091975389 | 9.0161826785 | 1.1946814850
	8.0182772777 | 9.9274762071 | 3.6450405520
	14.6978954500 | 13.4002677106 | 1.6838377501
	6.2137733467 | 16.5838197695 | 107.5378628103
	18.2282702253 | 17.3067758036 | 0.8491519693
	10.7750992010 | 11.2935697161 | 0.2688116750
	10.2547250236 | 14.4089712857 | 17.2577620057
	5.8496227769 | 6.9393989790 | 1.1876121707
	7.5810516990 | 10.6184431108 | 9.2257465886
	8.4908655969 | 8.0725149836 | 0.1750172356
	6.0780658615 | 8.2728202885 | 4.8169469948
	7.0879116947 | 15.5252916400 | 71.1893803401
