Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 302,302,302
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 23.57892753718829581544
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 42.7140043355 | 8.6331843307
	3.6193580194 | 5.3532568007 | 3.0064049837
	14.8101968258 | 17.0886253406 | 5.1912364969
	95.6802585245 | 94.8238856396 | 0.7333745179
	80.7599408181 | 79.1017395477 | 2.7496314531
	151.9124776000 | 152.4616589628 | 0.3016001692
	38.1071303166 | 38.6354854565 | 0.2791591539
	60.5283449415 | 59.5647984831 | 0.9284217775
	15.7713610460 | 16.3313304336 | 0.3135657151
	26.9295441315 | 23.0623484548 | 14.9552024014
	45.3353975536 | 48.1108044016 | 7.7028831716
	26.9394855072 | 25.9478667800 | 0.9833077002
	18.7386443260 | 22.7625173535 | 16.1915541416
	12.9336643570 | 12.0090474708 | 0.8549163863
	14.2649027747 | 14.8335324129 | 0.3233396654
	41.8627761972 | 38.7362150631 | 9.7753845255
	23.8797765501 | 26.5053941514 | 6.8938677881
	13.8573527199 | 12.5871339657 | 1.6134556834
	14.6417113659 | 14.4845221680 | 0.0247084439
	7.6741391471 | 9.4929412303 | 3.3080410180
	21.0954875292 | 20.4697870986 | 0.3915010289
	7.3071484354 | 9.6177106707 | 5.3386978433
	8.1531554515 | 11.1361325996 | 8.8981526662
	17.5377826988 | 17.5173204546 | 0.0004187034
	16.0668745556 | 15.8303311328 | 0.0559527908
	12.1911370473 | 13.3190155462 | 1.2721099084
	8.8726714451 | 9.8195858884 | 0.8966469630
	11.2864427278 | 8.3634002563 | 8.5441772904
	10.1091975389 | 9.4929412303 | 0.3797718378
	8.0182772777 | 7.8198019570 | 0.0393924529
	14.6978954500 | 16.7641023322 | 4.2692108801
	6.2137733467 | 26.9067732709 | 428.2002458629
	18.2282702253 | 18.3773200627 | 0.0222158540
	10.7750992010 | 12.0090474708 | 1.5226283325
	10.2547250236 | 11.7613981657 | 2.2700639571
	5.8496227769 | 5.8869593359 | 0.0013940186
	7.5810516990 | 8.8199078648 | 1.5347645997
	8.4908655969 | 9.3908259364 | 0.8099286128
	6.0780658615 | 7.4255030076 | 1.8155868628
	7.0879116947 | 9.3104606402 | 4.9397238149
