Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 22,22,22
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 22.39078150696853342083
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.0138576618 | 2.6842718787
	3.6193580194 | 7.2057749022 | 12.8623860569
	14.8101968258 | 17.5755745045 | 7.6473137058
	95.6802585245 | 91.6206887154 | 16.4801070347
	80.7599408181 | 76.7609284790 | 15.9920996878
	151.9124776000 | 148.7146191043 | 10.2262989584
	38.1071303166 | 35.4037009053 | 7.3085305819
	60.5283449415 | 61.3992690287 | 0.7585087656
	15.7713610460 | 16.3192650571 | 0.3001988054
	26.9295441315 | 28.1800339297 | 1.5637247356
	45.3353975536 | 43.1361613076 | 4.8366400659
	26.9394855072 | 24.6936247424 | 5.0438905750
	18.7386443260 | 18.3574318044 | 0.1453229867
	12.9336643570 | 18.6658814098 | 32.8583123395
	14.2649027747 | 14.7860732347 | 0.2716186484
	41.8627761972 | 47.5959323013 | 32.8690789135
	23.8797765501 | 21.3655197097 | 6.3214874595
	13.8573527199 | 15.0429358884 | 1.4056074494
	14.6417113659 | 16.9511543922 | 5.3335270918
	7.6741391471 | 8.8593806037 | 1.4047973104
	21.0954875292 | 28.0786501540 | 48.7645602441
	7.3071484354 | 7.0705010058 | 0.0560020059
	8.1531554515 | 10.7835538707 | 6.9189958440
	17.5377826988 | 18.7426203939 | 1.4516338716
	16.0668745556 | 16.9672770788 | 0.8107247038
	12.1911370473 | 12.8704623065 | 0.4614828078
	8.8726714451 | 17.1613580963 | 68.7023264019
	11.2864427278 | 12.5995791569 | 1.7243272814
	10.1091975389 | 16.1898381493 | 36.9741902332
	8.0182772777 | 10.1834886162 | 4.6881401404
	14.6978954500 | 12.1351351530 | 6.5677403396
	6.2137733467 | 6.7499421072 | 0.2874769397
	18.2282702253 | 21.9729061337 | 14.0222980864
	10.7750992010 | 12.4090984135 | 2.6699534264
	10.2547250236 | 9.2804676900 | 0.9491773522
	5.8496227769 | 13.3991613455 | 56.9955325993
	7.5810516990 | 16.1358015855 | 73.1837456214
	8.4908655969 | 8.7704517259 | 0.0781684035
	6.0780658615 | 9.1965017401 | 9.7246423289
	7.0879116947 | 7.0404268501 | 0.0022548105
