Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 25,25,25
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 19.15689768353066213535
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.2045219549 | 2.0958656176
	3.6193580194 | 10.1275683472 | 42.3568016708
	14.8101968258 | 17.9731210917 | 10.0040899116
	95.6802585245 | 93.9564219030 | 2.9716126977
	80.7599408181 | 80.8390822674 | 0.0062633690
	151.9124776000 | 149.4431428301 | 6.0976142060
	38.1071303166 | 36.6604542710 | 2.0928715807
	60.5283449415 | 58.5800209044 | 3.7959665537
	15.7713610460 | 15.2958555733 | 0.2261054546
	26.9295441315 | 22.6681843229 | 18.1591874181
	45.3353975536 | 47.8873363089 | 6.5123914105
	26.9394855072 | 27.3838352990 | 0.1974467374
	18.7386443260 | 16.7334044101 | 4.0209871201
	12.9336643570 | 13.0848519014 | 0.0228576736
	14.2649027747 | 17.5046237639 | 10.4957920883
	41.8627761972 | 47.6267907493 | 33.2238637562
	23.8797765501 | 23.9994925277 | 0.0143319153
	13.8573527199 | 22.1931233755 | 69.4850724226
	14.6417113659 | 16.4474478144 | 3.2606841214
	7.6741391471 | 10.0018508946 | 5.4182419795
	21.0954875292 | 19.9402762061 | 1.3345132010
	7.3071484354 | 8.7773164265 | 2.1613939221
	8.1531554515 | 9.7354582673 | 2.5036822010
	17.5377826988 | 17.9594907741 | 0.1778377008
	16.0668745556 | 17.7997115263 | 3.0027239672
	12.1911370473 | 12.4704138620 | 0.0779955392
	8.8726714451 | 13.7209815342 | 23.5061107203
	11.2864427278 | 14.8307445884 | 12.5620756788
	10.1091975389 | 9.1265350479 | 0.9656255712
	8.0182772777 | 9.5134006088 | 2.2353937753
	14.6978954500 | 16.0763406273 | 1.9001111070
	6.2137733467 | 9.6664169482 | 11.9207478386
	18.2282702253 | 18.7624815904 | 0.2853817825
	10.7750992010 | 9.5134006088 | 1.5918833376
	10.2547250236 | 16.7905613607 | 42.7171566243
	5.8496227769 | 5.5075200316 | 0.1170342883
	7.5810516990 | 9.8977331853 | 5.3670131093
	8.4908655969 | 10.5750739288 | 4.3439243710
	6.0780658615 | 11.5094110659 | 29.4995107293
	7.0879116947 | 6.5794181474 | 0.2585656877
