Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 434,434,434
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 21.19395972340613099050
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 46.6836996242 | 1.0639245743
	3.6193580194 | 7.9733536533 | 18.9572779802
	14.8101968258 | 16.7352294371 | 3.7057505545
	95.6802585245 | 95.5378637815 | 0.0202762628
	80.7599408181 | 78.0225288660 | 7.4934241954
	151.9124776000 | 148.4609525625 | 11.9130250843
	38.1071303166 | 39.4460670667 | 1.7927516209
	60.5283449415 | 58.4767867419 | 4.2088910465
	15.7713610460 | 20.1644924579 | 19.2996036025
	26.9295441315 | 26.8213603239 | 0.0117037362
	45.3353975536 | 45.8982284814 | 0.3167786533
	26.9394855072 | 27.1027390246 | 0.0266517109
	18.7386443260 | 21.6139770085 | 8.2675380352
	12.9336643570 | 10.6685502435 | 5.1307419472
	14.2649027747 | 15.1827878628 | 0.8425130350
	41.8627761972 | 42.5496896365 | 0.4718500730
	23.8797765501 | 24.5334792260 | 0.4273271885
	13.8573527199 | 14.9807706407 | 1.2620678249
	14.6417113659 | 14.4795211328 | 0.0263056717
	7.6741391471 | 15.2113250393 | 56.8091711734
	21.0954875292 | 21.5567075090 | 0.2127238697
	7.3071484354 | 8.3223353703 | 1.0306045128
	8.1531554515 | 18.0370638611 | 97.6916454510
	17.5377826988 | 16.4982646225 | 1.0805978309
	16.0668745556 | 15.2380125809 | 0.6870121730
	12.1911370473 | 13.9824090037 | 3.2086552220
	8.8726714451 | 16.0204931726 | 51.0913554485
	11.2864427278 | 10.8868560823 | 0.1596694873
	10.1091975389 | 10.0919026472 | 0.0002991133
	8.0182772777 | 10.0332197188 | 4.0599930411
	14.6978954500 | 14.9536359191 | 0.0654031875
	6.2137733467 | 6.8304543936 | 0.3802955136
	18.2282702253 | 19.9014221785 | 2.7994374585
	10.7750992010 | 11.0382842699 | 0.0692663805
	10.2547250236 | 10.1029279645 | 0.0230423472
	5.8496227769 | 14.3437702449 | 72.1505412086
	7.5810516990 | 9.4151146527 | 3.3637869184
	8.4908655969 | 10.7547367718 | 5.1251126965
	6.0780658615 | 8.1911734396 | 4.4652236366
	7.0879116947 | 14.7997006759 | 59.4716892897
