Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 333,333,333
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 22.54369364119250818135
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 45.5855704930 | 0.0044438137
	3.6193580194 | 6.9828354655 | 11.3129805306
	14.8101968258 | 15.0216145924 | 0.0446974720
	95.6802585245 | 92.5492098116 | 9.8034660421
	80.7599408181 | 74.2358455204 | 42.5638194535
	151.9124776000 | 144.4337573115 | 55.9312571541
	38.1071303166 | 41.2883087454 | 10.1198961961
	60.5283449415 | 62.2483632250 | 2.9584628953
	15.7713610460 | 18.0484414032 | 5.1850949533
	26.9295441315 | 28.3239978332 | 1.9445011262
	45.3353975536 | 47.8745742449 | 6.4474182693
	26.9394855072 | 24.7970084829 | 4.5902077997
	18.7386443260 | 17.9443308521 | 0.6309338948
	12.9336643570 | 14.1130281439 | 1.3908989418
	14.2649027747 | 14.2858793235 | 0.0004400156
	41.8627761972 | 41.4122775749 | 0.2029490087
	23.8797765501 | 24.2412070912 | 0.1306320361
	13.8573527199 | 17.0209327435 | 10.0082385655
	14.6417113659 | 13.6486676499 | 0.9861358218
	7.6741391471 | 14.2507839108 | 43.2522563477
	21.0954875292 | 22.9429268506 | 3.4130320460
	7.3071484354 | 11.4014502135 | 16.7633070501
	8.1531554515 | 11.2400087422 | 9.5286632384
	17.5377826988 | 16.1389146967 | 1.9568316874
	16.0668745556 | 20.4144953588 | 18.9018066489
	12.1911370473 | 18.2389667569 | 36.5762441965
	8.8726714451 | 15.6807629675 | 46.3501101773
	11.2864427278 | 17.4158835638 | 37.5700449615
	10.1091975389 | 11.2562744412 | 1.3157854198
	8.0182772777 | 10.3087905159 | 5.2464508941
	14.6978954500 | 12.8190119863 | 3.5302030701
	6.2137733467 | 11.4542604261 | 27.4627048295
	18.2282702253 | 19.5285145573 | 1.6906353228
	10.7750992010 | 10.3977163751 | 0.1424177974
	10.2547250236 | 16.2588264950 | 36.0492344785
	5.8496227769 | 10.4427958269 | 21.0972386670
	7.5810516990 | 11.6219426061 | 16.3287993237
	8.4908655969 | 6.0255638295 | 6.0777128044
	6.0780658615 | 9.3342584294 | 10.6027900393
	7.0879116947 | 6.7632888408 | 0.1053799973
