Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 398,398,398
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 22.47680746116290251280
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 45.3230310109 | 0.1083735738
	3.6193580194 | 7.0252106201 | 11.5998319377
	14.8101968258 | 16.2654377383 | 2.1177261132
	95.6802585245 | 94.6525381180 | 1.0562092339
	80.7599408181 | 79.0467733451 | 2.9349427905
	151.9124776000 | 149.9516752165 | 3.8447459873
	38.1071303166 | 35.7052633934 | 5.7689647165
	60.5283449415 | 59.3109974230 | 1.4819349810
	15.7713610460 | 16.2400022375 | 0.2196245663
	26.9295441315 | 28.3362729887 | 1.9788860778
	45.3353975536 | 43.0859445869 | 5.0600386496
	26.9394855072 | 25.5219616594 | 2.0093738591
	18.7386443260 | 17.7662487657 | 0.9455531258
	12.9336643570 | 17.1118934543 | 17.4575983893
	14.2649027747 | 19.3224005074 | 25.5782833164
	41.8627761972 | 37.4401037366 | 19.5600316945
	23.8797765501 | 30.2336762171 | 40.3720409784
	13.8573527199 | 14.9201231623 | 1.1294810134
	14.6417113659 | 12.9426261594 | 2.8868905388
	7.6741391471 | 8.2161066112 | 0.2937287322
	21.0954875292 | 21.7870845983 | 0.4783065060
	7.3071484354 | 11.4363302528 | 17.0501424813
	8.1531554515 | 9.2218999455 | 1.1422147936
	17.5377826988 | 16.7383045355 | 0.6391653336
	16.0668745556 | 21.8979989033 | 34.0020111590
	12.1911370473 | 15.0783922250 | 8.3362424612
	8.8726714451 | 13.1037923106 | 17.9023837783
	11.2864427278 | 18.2120422470 | 47.9639286999
	10.1091975389 | 16.1803936754 | 36.8594225283
	8.0182772777 | 9.6042742774 | 2.5153864829
	14.6978954500 | 15.0555456327 | 0.1279136532
	6.2137733467 | 10.1925254507 | 15.8304683053
	18.2282702253 | 18.4208017725 | 0.0370683967
	10.7750992010 | 11.6246706247 | 0.7217716039
	10.2547250236 | 10.4548250993 | 0.0400400403
	5.8496227769 | 9.4522913141 | 12.9792205891
	7.5810516990 | 8.5409238009 | 0.9213544520
	8.4908655969 | 9.7227478463 | 1.5175338765
	6.0780658615 | 9.9528211522 | 15.0137285630
	7.0879116947 | 19.1180534091 | 144.7243096669
