Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 44,44,44
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 25.30195857591678887388
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 46.4638148252 | 0.6586659855
	3.6193580194 | 11.3852536436 | 60.3091348459
	14.8101968258 | 17.0283435643 | 4.9201749535
	95.6802585245 | 92.2761524173 | 11.5879383888
	80.7599408181 | 76.9486713811 | 14.5257747209
	151.9124776000 | 150.5924684916 | 1.7424240463
	38.1071303166 | 35.4005154916 | 7.3257638105
	60.5283449415 | 56.0939780637 | 19.6636096077
	15.7713610460 | 21.3122836904 | 30.7018237509
	26.9295441315 | 21.6015891224 | 28.3871045787
	45.3353975536 | 40.5134634861 | 23.2510481520
	26.9394855072 | 23.7373424924 | 10.2537198874
	18.7386443260 | 18.0343740832 | 0.4959965749
	12.9336643570 | 14.9409746565 | 4.0292946383
	14.2649027747 | 13.8440333434 | 0.1771310782
	41.8627761972 | 39.2166435716 | 7.0020178727
	23.8797765501 | 26.0475888813 | 4.6994103034
	13.8573527199 | 15.5754273515 | 2.9517804399
	14.6417113659 | 17.2397669661 | 6.7498929021
	7.6741391471 | 10.6642685248 | 8.9408736955
	21.0954875292 | 17.4680811998 | 13.1580766786
	7.3071484354 | 14.9500654833 | 58.4141810009
	8.1531554515 | 12.9059695447 | 22.5892418053
	17.5377826988 | 16.0987582944 | 2.0707912366
	16.0668745556 | 13.4289957567 | 6.9584045574
	12.1911370473 | 10.5788771178 | 2.5993820803
	8.8726714451 | 9.1085545411 | 0.0556408350
	11.2864427278 | 12.6384121453 | 1.8278213058
	10.1091975389 | 10.9494258059 | 0.7059835408
	8.0182772777 | 12.0237611597 | 16.0439011289
	14.6978954500 | 18.4972464012 | 14.4350676508
	6.2137733467 | 9.1755298588 | 8.7720016370
	18.2282702253 | 18.9611608501 | 0.5371286678
	10.7750992010 | 14.0084424970 | 10.4545088693
	10.2547250236 | 11.8129677101 | 2.4281202700
	5.8496227769 | 17.6343943256 | 138.8808404553
	7.5810516990 | 15.7699822713 | 67.0585839186
	8.4908655969 | 12.2093571010 | 13.8271790663
	6.0780658615 | 4.8427040115 | 1.5261189004
	7.0879116947 | 10.1656631368 | 9.4725539393
