Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 88,88,88
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 20.90636049562159115567
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 48.9286873699 | 10.7351569783
	3.6193580194 | 9.2896555843 | 32.1522744750
	14.8101968258 | 11.8015998433 | 9.0516558031
	95.6802585245 | 94.2315028106 | 2.0988931185
	80.7599408181 | 77.0936533505 | 13.4416637950
	151.9124776000 | 148.5026255576 | 11.6270909514
	38.1071303166 | 38.8317503623 | 0.5250742107
	60.5283449415 | 59.3702018617 | 1.3412953934
	15.7713610460 | 16.6250137938 | 0.7287230139
	26.9295441315 | 26.3605466071 | 0.3237581827
	45.3353975536 | 46.8092331158 | 2.1721912642
	26.9394855072 | 23.6628344204 | 10.7364423451
	18.7386443260 | 18.1296902591 | 0.3708250556
	12.9336643570 | 12.5591578805 | 0.1402551010
	14.2649027747 | 16.5235237936 | 5.1013689070
	41.8627761972 | 41.3524620281 | 0.2604205512
	23.8797765501 | 25.9331353441 | 4.2162823370
	13.8573527199 | 16.5235237936 | 7.1084681943
	14.6417113659 | 16.5419237354 | 3.6108070493
	7.6741391471 | 12.4188718750 | 22.5124886588
	21.0954875292 | 20.4740473754 | 0.3861878649
	7.3071484354 | 12.1264729158 | 23.2258884471
	8.1531554515 | 9.2338995729 | 1.1680078561
	17.5377826988 | 19.4273974127 | 3.5706437672
	16.0668745556 | 19.3203516034 | 10.5851129008
	12.1911370473 | 11.7962748478 | 0.1559161565
	8.8726714451 | 8.4180985158 | 0.2066365480
	11.2864427278 | 14.6848231265 | 11.5489893343
	10.1091975389 | 8.0520903944 | 4.2316898039
	8.0182772777 | 12.8059072291 | 22.9214005510
	14.6978954500 | 15.5752217884 | 0.7697015041
	6.2137733467 | 7.1079190309 | 0.7994965045
	18.2282702253 | 20.6951237742 | 6.0853664317
	10.7750992010 | 11.4048219872 | 0.3965507874
	10.2547250236 | 12.0105110924 | 3.0827847191
	5.8496227769 | 8.5392335662 | 7.2340061980
	7.5810516990 | 11.0493353449 | 12.0289914483
	8.4908655969 | 19.4968532483 | 121.1317641841
	6.0780658615 | 5.4449078171 | 0.4008891092
	7.0879116947 | 15.3879568555 | 68.8907496713
