Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 447,447,447
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 21.57057840952875693574
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 46.9160666778 | 1.5972770077
	3.6193580194 | 10.4463301383 | 46.6075483115
	14.8101968258 | 14.9824796324 | 0.0296813655
	95.6802585245 | 93.6703595633 | 4.0396938342
	80.7599408181 | 75.3596778308 | 29.1628403318
	151.9124776000 | 149.3856717784 | 6.3847476602
	38.1071303166 | 36.2554044956 | 3.4288885160
	60.5283449415 | 57.2636465197 | 10.6582557855
	15.7713610460 | 12.1869033414 | 12.8483370364
	26.9295441315 | 26.1798531506 | 0.5620365668
	45.3353975536 | 46.1982617129 | 0.7445345574
	26.9394855072 | 28.8710163314 | 3.7308113247
	18.7386443260 | 18.0681212797 | 0.4496011556
	12.9336643570 | 14.0825956541 | 1.3200431255
	14.2649027747 | 17.3818937762 | 9.7156329032
	41.8627761972 | 40.3440792578 | 2.3064403937
	23.8797765501 | 22.7341908441 | 1.3123666097
	13.8573527199 | 10.5067978873 | 11.2262176864
	14.6417113659 | 16.7412589518 | 4.4081000657
	7.6741391471 | 6.7274579809 | 0.8962052305
	21.0954875292 | 21.7017953982 | 0.3676092320
	7.3071484354 | 10.9216826138 | 13.0648573266
	8.1531554515 | 6.0396063862 | 4.4670896511
	17.5377826988 | 20.8295227765 | 10.8355527395
	16.0668745556 | 17.5897735352 | 2.3192213023
	12.1911370473 | 12.0374765240 | 0.0236115564
	8.8726714451 | 12.2328005770 | 11.2904677828
	11.2864427278 | 12.3088406989 | 1.0452976112
	10.1091975389 | 10.4173924181 | 0.0949840836
	8.0182772777 | 6.8436663253 | 1.3797108895
	14.6978954500 | 14.2563365192 | 0.1949742894
	6.2137733467 | 10.7783193071 | 20.8350798242
	18.2282702253 | 18.4494118174 | 0.0489036037
	10.7750992010 | 17.2501894016 | 41.9267931053
	10.2547250236 | 13.3883700322 | 9.8197310396
	5.8496227769 | 9.3840615489 | 12.4922574331
	7.5810516990 | 16.3762606399 | 77.3557003155
	8.4908655969 | 16.2828973952 | 60.7157595468
	6.0780658615 | 11.8822029494 | 33.6880073349
	7.0879116947 | 10.5368223613 | 11.8949847859
