Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 456,456,456
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 22.10050014014548480645
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 45.8955061507 | 0.0591821036
	3.6193580194 | 6.9550293250 | 11.1267030590
	14.8101968258 | 14.8178081721 | 0.0000579326
	95.6802585245 | 91.1984478331 | 20.0866270732
	80.7599408181 | 79.6007488378 | 1.3437260472
	151.9124776000 | 150.4452462419 | 2.1527678581
	38.1071303166 | 36.8139635863 | 1.6722801922
	60.5283449415 | 57.9789289127 | 6.4995220881
	15.7713610460 | 14.4632290935 | 1.7112092052
	26.9295441315 | 25.1787330780 | 3.0653393449
	45.3353975536 | 39.3309925821 | 36.0528790619
	26.9394855072 | 21.3249385437 | 31.5231376057
	18.7386443260 | 22.3363115267 | 12.9432092871
	12.9336643570 | 18.1897893757 | 27.6268502117
	14.2649027747 | 17.8619515093 | 12.9387595992
	41.8627761972 | 42.9594052008 | 1.2025951714
	23.8797765501 | 28.6234742323 | 22.5026677004
	13.8573527199 | 15.4264757174 | 2.4621469813
	14.6417113659 | 14.5461427304 | 0.0091333641
	7.6741391471 | 13.6228364688 | 35.3869998257
	21.0954875292 | 21.0879117285 | 0.0000573928
	7.3071484354 | 13.7448034270 | 41.4434017911
	8.1531554515 | 11.3374469169 | 10.1397121366
	17.5377826988 | 21.3638987687 | 14.6391641806
	16.0668745556 | 18.7689950873 | 7.3014553681
	12.1911370473 | 16.9706707524 | 22.8439424385
	8.8726714451 | 10.1044615397 | 1.5173068370
	11.2864427278 | 15.6396777327 | 18.9506550078
	10.1091975389 | 11.7046572008 | 2.5454915327
	8.0182772777 | 11.6195559529 | 12.9692080963
	14.6978954500 | 14.9374313751 | 0.0573774594
	6.2137733467 | 10.9597978804 | 22.5247488743
	18.2282702253 | 21.2325882613 | 9.0259268611
	10.7750992010 | 13.9599418158 | 10.1432224807
	10.2547250236 | 15.4580343586 | 27.0744280348
	5.8496227769 | 6.1850532843 | 0.1125136253
	7.5810516990 | 10.2808092724 | 7.2886909553
	8.4908655969 | 13.1071467383 | 21.3100515770
	6.0780658615 | 10.9468474530 | 23.7050341856
	7.0879116947 | 9.2030769122 | 4.4739238970
