Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 411,411,411
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 21.41676532226315643470
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.3215881331 | 5.4319028350
	3.6193580194 | 5.1394784320 | 2.3107660687
	14.8101968258 | 16.5310934511 | 2.9614851950
	95.6802585245 | 91.7763294409 | 15.2406622894
	80.7599408181 | 81.6886403195 | 0.8624827640
	151.9124776000 | 147.3947798563 | 20.4095929032
	38.1071303166 | 35.1563331351 | 8.7072040060
	60.5283449415 | 58.7911069075 | 3.0179959868
	15.7713610460 | 13.9251378993 | 3.4085399075
	26.9295441315 | 31.3528956977 | 19.5660390788
	45.3353975536 | 42.1107249422 | 10.3985134512
	26.9394855072 | 27.6448687673 | 0.4975655436
	18.7386443260 | 20.8615264459 | 4.5066284948
	12.9336643570 | 12.0881172456 | 0.7149499177
	14.2649027747 | 12.3670767391 | 3.6017436612
	41.8627761972 | 43.6098232345 | 3.0521733504
	23.8797765501 | 22.6406108746 | 1.5355315715
	13.8573527199 | 9.2975755592 | 20.7915677549
	14.6417113659 | 16.6185930885 | 3.9080613452
	7.6741391471 | 9.3703280577 | 2.8770568203
	21.0954875292 | 22.1298157185 | 1.0698348032
	7.3071484354 | 7.4220521308 | 0.0132028592
	8.1531554515 | 11.8917104017 | 13.9767931164
	17.5377826988 | 18.3722530348 | 0.6963407416
	16.0668745556 | 18.7796483784 | 7.3591418137
	12.1911370473 | 16.0676994395 | 15.0277359806
	8.8726714451 | 9.4184804423 | 0.2979074614
	11.2864427278 | 13.8961043433 | 6.8103337470
	10.1091975389 | 18.1189460123 | 64.1560706073
	8.0182772777 | 8.3183216160 | 0.0900266049
	14.6978954500 | 15.0854099919 | 0.1501675202
	6.2137733467 | 6.8547553077 | 0.4108578743
	18.2282702253 | 25.3086672054 | 50.1320213958
	10.7750992010 | 12.3223267263 | 2.3939130149
	10.2547250236 | 10.3680050168 | 0.0128323568
	5.8496227769 | 4.8116006104 | 1.0774900181
	7.5810516990 | 8.2393271260 | 0.4333265378
	8.4908655969 | 18.5357860347 | 100.9004266030
	6.0780658615 | 12.1437454483 | 36.7924688500
	7.0879116947 | 11.8917104017 | 23.0764820175
