Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 131,131,131
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 18.74228383784174667426
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.9194005691 | 0.5370425353
	3.6193580194 | 10.4956490388 | 47.2833781840
	14.8101968258 | 15.7735401477 | 0.9280303558
	95.6802585245 | 92.8025375746 | 8.2812778656
	80.7599408181 | 77.4111283248 | 11.2145451152
	151.9124776000 | 149.5525813412 | 5.5691103523
	38.1071303166 | 34.5248009832 | 12.8330834526
	60.5283449415 | 60.3947201678 | 0.0178555802
	15.7713610460 | 18.7483798659 | 8.8626410542
	26.9295441315 | 31.6623970456 | 22.3998967069
	45.3353975536 | 46.5930853643 | 1.5817786290
	26.9394855072 | 24.5551827095 | 5.6848998314
	18.7386443260 | 18.3173279257 | 0.1775075091
	12.9336643570 | 12.5400554438 | 0.1549279766
	14.2649027747 | 13.2707511321 | 0.9883374885
	41.8627761972 | 40.3855267960 | 2.1822657933
	23.8797765501 | 24.4428041712 | 0.3170001021
	13.8573527199 | 14.5639052466 | 0.4992164731
	14.6417113659 | 12.1313259525 | 6.3020349237
	7.6741391471 | 10.8819140834 | 10.2898200421
	21.0954875292 | 21.1464704459 | 0.0025992578
	7.3071484354 | 9.6645295629 | 5.5572457803
	8.1531554515 | 12.0611418441 | 15.2723576447
	17.5377826988 | 16.9638276106 | 0.3294244432
	16.0668745556 | 16.6834521500 | 0.3801679300
	12.1911370473 | 16.9638276106 | 22.7785752135
	8.8726714451 | 14.2494273809 | 28.9095043930
	11.2864427278 | 11.4359947954 | 0.0223658209
	10.1091975389 | 12.3807842355 | 5.1601061203
	8.0182772777 | 8.2490156326 | 0.0532401884
	14.6978954500 | 15.6363256759 | 0.8806512889
	6.2137733467 | 15.9164430379 | 94.1417991358
	18.2282702253 | 16.4103104259 | 3.3049778323
	10.7750992010 | 11.6223212901 | 0.7177852681
	10.2547250236 | 11.0745484473 | 0.6721104460
	5.8496227769 | 9.1588666272 | 10.9510948610
	7.5810516990 | 7.2992982527 | 0.0793850045
	8.4908655969 | 9.7923846678 | 1.6939518920
	6.0780658615 | 9.0240383041 | 8.6787536325
	7.0879116947 | 4.7251892536 | 5.5824573340
