Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 107,107,107
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 20.86397762811291656249
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.2156796132 | 5.9367896253
	3.6193580194 | 6.1908581375 | 6.6126128571
	14.8101968258 | 14.1454839975 | 0.4418431441
	95.6802585245 | 94.9591338293 | 0.5200208260
	80.7599408181 | 77.8376960627 | 8.5395144101
	151.9124776000 | 148.4691291238 | 11.8566487287
	38.1071303166 | 38.4920872623 | 0.1481918501
	60.5283449415 | 61.1244419862 | 0.3553316867
	15.7713610460 | 12.8335556867 | 8.6307003291
	26.9295441315 | 27.5714045543 | 0.4119848024
	45.3353975536 | 42.3574349333 | 8.8682613681
	26.9394855072 | 24.4388871690 | 6.2529920495
	18.7386443260 | 22.1527496369 | 11.6561150742
	12.9336643570 | 18.5256528294 | 31.2703350750
	14.2649027747 | 14.1663896153 | 0.0097048426
	41.8627761972 | 41.0925945332 | 0.5931797956
	23.8797765501 | 21.1909350688 | 7.2298685115
	13.8573527199 | 12.4391962332 | 2.0111678207
	14.6417113659 | 16.9470206865 | 5.3144510640
	7.6741391471 | 8.7584779268 | 1.1757905892
	21.0954875292 | 20.0367540898 | 1.1209164957
	7.3071484354 | 9.2927972468 | 3.9428012023
	8.1531554515 | 9.8211121605 | 2.7820795831
	17.5377826988 | 20.4557075009 | 8.5142851509
	16.0668745556 | 14.0136700526 | 4.2156487311
	12.1911370473 | 19.2676767642 | 50.0774143651
	8.8726714451 | 17.6855019939 | 77.6659822811
	11.2864427278 | 11.0655645206 | 0.0487871824
	10.1091975389 | 17.5205196542 | 54.9276954964
	8.0182772777 | 11.9503827385 | 15.4614533545
	14.6978954500 | 17.0421901542 | 5.4957176602
	6.2137733467 | 8.8297784352 | 6.8434826232
	18.2282702253 | 16.9145738771 | 1.7257980954
	10.7750992010 | 9.9369127556 | 0.7025565174
	10.2547250236 | 13.5687725524 | 10.9829110231
	5.8496227769 | 7.5416130031 | 2.8628309257
	7.5810516990 | 15.1222734325 | 56.8700252340
	8.4908655969 | 12.0973251824 | 13.0065507420
	6.0780658615 | 6.2894049358 | 0.0446642043
	7.0879116947 | 7.5103535829 | 0.1784571488
