Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 231,231,231
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 27.99692370926920403917
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 40.1873478342 | 29.8649636370
	3.6193580194 | 7.2727331759 | 13.3471500343
	14.8101968258 | 15.1313507465 | 0.1031398408
	95.6802585245 | 91.4064213885 | 18.2656838652
	80.7599408181 | 76.9987503630 | 14.1465536393
	151.9124776000 | 147.1629165211 | 22.5583304420
	38.1071303166 | 39.9400932204 | 3.3597530070
	60.5283449415 | 59.9633434869 | 0.3192266437
	15.7713610460 | 17.8579601924 | 4.3538959976
	26.9295441315 | 22.7627869561 | 17.3618653587
	45.3353975536 | 42.6972394746 | 6.9598780499
	26.9394855072 | 25.3810029735 | 2.4288678079
	18.7386443260 | 18.8690668033 | 0.0170100226
	12.9336643570 | 21.8424087390 | 79.3657264626
	14.2649027747 | 21.5916627354 | 53.6814115214
	41.8627761972 | 39.6476848831 | 4.9066295301
	23.8797765501 | 27.2871544519 | 11.6102241657
	13.8573527199 | 14.3851823713 | 0.2786041409
	14.6417113659 | 16.1439196888 | 2.2566298454
	7.6741391471 | 10.6454253102 | 8.8285414630
	21.0954875292 | 21.9612995645 | 0.7496304804
	7.3071484354 | 10.6454253102 | 11.1440924928
	8.1531554515 | 14.7177136076 | 43.0934237854
	17.5377826988 | 21.7625884895 | 17.8489839690
	16.0668745556 | 15.0717586060 | 0.9902557532
	12.1911370473 | 17.0809452315 | 23.9102240785
	8.8726714451 | 11.7048831222 | 8.0214229839
	11.2864427278 | 18.1530157771 | 47.1498254416
	10.1091975389 | 16.2665521839 | 37.9130162248
	8.0182772777 | 15.4385410714 | 55.0603147678
	14.6978954500 | 13.8336226385 | 0.7469674926
	6.2137733467 | 12.5624544473 | 40.3057517167
	18.2282702253 | 16.7368661372 | 2.2242861542
	10.7750992010 | 12.1198985347 | 1.8084852477
	10.2547250236 | 10.8553528788 | 0.3607538204
	5.8496227769 | 9.3842440310 | 12.4935474099
	7.5810516990 | 9.3842440310 | 3.2515025862
	8.4908655969 | 15.6074156128 | 50.6452841295
	6.0780658615 | 7.3412687137 | 1.5956814459
	7.0879116947 | 18.5115801829 | 130.5002017271
