Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 384,384,384
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.20481867701719735919
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.9755933768 | 0.2670494196
	7.4588251313 | 6.0974014322 | 1.8534744886
	7.4588251313 | 7.9098402452 | 0.2034146330
	7.4588251313 | 8.0006494978 | 0.2935736441
	7.4588251313 | 8.1606232813 | 0.4925206434
	7.4588251313 | 7.5895814952 | 0.0170972267
	7.4588251313 | 7.7543753502 | 0.0873499319
	7.4588251313 | 6.0069923726 | 2.1078183591
	7.4588251313 | 8.0857316524 | 0.3930117862
	7.4588251313 | 8.1531213223 | 0.4820472009
	7.4588251313 | 8.3248425398 | 0.7499861518
	7.4588251313 | 8.0946085479 | 0.4042205528
	7.4588251313 | 8.0604977609 | 0.3620099533
	7.4588251313 | 7.5956974069 | 0.0187340198
	7.4588251313 | 6.4611052263 | 0.9954450088
	7.4588251313 | 7.7628554049 | 0.0924344073
	7.4588251313 | 8.3853916157 | 0.8585254501
	7.4588251313 | 8.1025476689 | 0.4143787054
	7.4588251313 | 8.4867782263 | 1.0566875655
	7.4588251313 | 8.2515251412 | 0.6283733058
	7.4588251313 | 7.5760721687 | 0.0137468678
	7.4588251313 | 7.7008538321 | 0.0585778920
	7.4588251313 | 7.3103741536 | 0.0220376928
	7.4588251313 | 8.3303183748 | 0.7595004735
	7.4588251313 | 7.4663284674 | 0.0000563001
	7.4588251313 | 7.8808874936 | 0.1781366377
	7.4588251313 | 6.7438838780 | 0.5111409957
	7.4588251313 | 7.8111650985 | 0.1241434525
	7.4588251313 | 8.1467442499 | 0.4732327137
	7.4588251313 | 8.1022182148 | 0.4139546599
	7.4588251313 | 7.4311149739 | 0.0007678528
	7.4588251313 | 8.0060742826 | 0.2994816336
	7.4588251313 | 8.1768911493 | 0.5156188062
	7.4588251313 | 7.0425974981 | 0.1732454426
	7.4588251313 | 8.2282047720 | 0.5919450315
	7.4588251313 | 7.6535268453 | 0.0379087574
	7.4588251313 | 7.3209404610 | 0.0190121823
	7.4588251313 | 7.4294389237 | 0.0008635492
	7.4588251313 | 6.1604245026 | 1.6858441926
	7.4588251313 | 7.6109189138 | 0.0231325187
