Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 476,476,476
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 19.95180636549223152088
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 45.9425191121 | 0.0842663582
	3.6193580194 | 9.8429886972 | 38.7335788132
	14.8101968258 | 16.6917982648 | 3.5404239751
	95.6802585245 | 95.8277998775 | 0.0217684508
	80.7599408181 | 77.8588694025 | 8.4162153580
	151.9124776000 | 149.7292839544 | 4.7663344942
	38.1071303166 | 34.1244881814 | 15.8614383769
	60.5283449415 | 63.4580132007 | 8.5829561087
	15.7713610460 | 13.0337837438 | 7.4943294853
	26.9295441315 | 26.2388488453 | 0.4770599783
	45.3353975536 | 46.3486831083 | 1.0267476153
	26.9394855072 | 24.7993423818 | 4.5802125973
	18.7386443260 | 19.3874834324 | 0.4209921860
	12.9336643570 | 13.9182320188 | 0.9693734806
	14.2649027747 | 13.6795137030 | 0.3426803652
	41.8627761972 | 38.2566193376 | 13.0043672962
	23.8797765501 | 22.7779226253 | 1.2140820717
	13.8573527199 | 13.6016986079 | 0.0653590250
	14.6417113659 | 16.6375100429 | 3.9832123594
	7.6741391471 | 12.6588928376 | 24.8477693553
	21.0954875292 | 23.9200278882 | 7.9780282396
	7.3071484354 | 9.0027626928 | 2.8751077099
	8.1531554515 | 8.3414739855 | 0.0354638703
	17.5377826988 | 15.9924136522 | 2.3881654903
	16.0668745556 | 14.5475472189 | 2.3083555559
	12.1911370473 | 12.2682959477 | 0.0059534959
	8.8726714451 | 11.5053745256 | 6.9311255100
	11.2864427278 | 10.6111276796 | 0.4560504143
	10.1091975389 | 9.4219110041 | 0.4723627809
	8.0182772777 | 9.5088465657 | 2.2217968023
	14.6978954500 | 17.8226654768 | 9.7641877206
	6.2137733467 | 10.8242925209 | 21.2568870558
	18.2282702253 | 19.2873291205 | 1.1216057434
	10.7750992010 | 12.7292291770 | 3.8186239629
	10.2547250236 | 9.3804347402 | 0.7643834997
	5.8496227769 | 10.5625599315 | 22.2117766235
	7.5810516990 | 18.0766715781 | 110.1580366481
	8.4908655969 | 8.9038196134 | 0.1705310197
	6.0780658615 | 9.1911757769 | 9.6914533453
	7.0879116947 | 14.5048864154 | 55.0115140072
