Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 464,464,464
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 15.12023378434888698507
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 46.4159514090 | 0.5832666800
	3.6193580194 | 4.3004047605 | 0.4638246636
	14.8101968258 | 12.3140845864 | 6.2305763117
	95.6802585245 | 95.9310828868 | 0.0629128607
	80.7599408181 | 78.2455170969 | 6.3223266494
	151.9124776000 | 153.5699008187 | 2.7470517257
	38.1071303166 | 38.8795826377 | 0.5966825884
	60.5283449415 | 57.3395041541 | 10.1687055679
	15.7713610460 | 17.2437195183 | 2.1678394710
	26.9295441315 | 25.4113717165 | 2.3048474817
	45.3353975536 | 46.6883019467 | 1.8303502969
	26.9394855072 | 24.4421921816 | 6.2364739541
	18.7386443260 | 17.5904810719 | 1.3182788581
	12.9336643570 | 19.5598508491 | 43.9063474271
	14.2649027747 | 12.1149925876 | 4.6221138123
	41.8627761972 | 39.6045340146 | 5.0996577554
	23.8797765501 | 23.9734668928 | 0.0087778803
	13.8573527199 | 10.7200261553 | 9.8428179730
	14.6417113659 | 17.1276301393 | 6.1797921482
	7.6741391471 | 8.6720140566 | 0.9957543350
	21.0954875292 | 18.1760237860 | 8.5232685484
	7.3071484354 | 10.9169744634 | 13.0308439524
	8.1531554515 | 9.2988872567 | 1.3127013696
	17.5377826988 | 18.7369340708 | 1.4379640131
	16.0668745556 | 18.8274325579 | 7.6206804842
	12.1911370473 | 13.7778207353 | 2.5175651260
	8.8726714451 | 11.3373723856 | 6.0747507262
	11.2864427278 | 12.5617072487 | 1.6262995983
	10.1091975389 | 14.6803058089 | 20.8950308159
	8.0182772777 | 6.6335746687 | 1.9174013154
	14.6978954500 | 14.0214822124 | 0.4575348680
	6.2137733467 | 6.9370107095 | 0.5230722830
	18.2282702253 | 18.4584428039 | 0.0529794159
	10.7750992010 | 14.5917445212 | 14.5667814999
	10.2547250236 | 10.9828266337 | 0.5301319545
	5.8496227769 | 7.1932478488 | 1.8053283338
	7.5810516990 | 7.4268273703 | 0.0237851435
	8.4908655969 | 12.3121958061 | 14.6025645679
	6.0780658615 | 10.2539114009 | 17.4376859690
	7.0879116947 | 8.4938637807 | 1.9767012679
