Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 179,179,179
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 14.83299908777842723850
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.2838025805 | 1.8726002510
	3.6193580194 | 6.0501571405 | 5.9087843672
	14.8101968258 | 15.4234762361 | 0.3761116351
	95.6802585245 | 95.2954797910 | 0.1480546737
	80.7599408181 | 79.9297502340 | 0.6892164058
	151.9124776000 | 150.6698683675 | 1.5440777047
	38.1071303166 | 38.4122146578 | 0.0930764553
	60.5283449415 | 58.3862546465 | 4.5885508322
	15.7713610460 | 20.2995297227 | 20.5043115648
	26.9295441315 | 29.6291241587 | 7.2877323235
	45.3353975536 | 41.7114858450 | 13.1327360719
	26.9394855072 | 26.5907510959 | 0.1216156897
	18.7386443260 | 19.5754048782 | 0.7001682218
	12.9336643570 | 12.8998897124 | 0.0011407266
	14.2649027747 | 14.3130556864 | 0.0023187029
	41.8627761972 | 41.8688304963 | 0.0000366545
	23.8797765501 | 22.2023812418 | 2.8136550203
	13.8573527199 | 15.1584777915 | 1.6929264520
	14.6417113659 | 15.8655441376 | 1.4977666532
	7.6741391471 | 13.9785176316 | 39.7451880756
	21.0954875292 | 23.1883347854 | 4.3800096378
	7.3071484354 | 5.8023593270 | 2.2643902608
	8.1531554515 | 8.2802933711 | 0.0161640506
	17.5377826988 | 18.3330574703 | 0.6324619622
	16.0668745556 | 19.5151026872 | 11.8902772479
	12.1911370473 | 12.4953786124 | 0.0925629299
	8.8726714451 | 10.3922083178 | 2.3089923075
	11.2864427278 | 13.4522678238 | 4.6907983465
	10.1091975389 | 8.6876248759 | 2.0208688360
	8.0182772777 | 15.0885444957 | 49.9886785333
	14.6978954500 | 14.0576349340 | 0.4099335283
	6.2137733467 | 8.6368035909 | 5.8710755640
	18.2282702253 | 21.4588463199 | 10.4366219030
	10.7750992010 | 8.7956694818 | 3.9181420133
	10.2547250236 | 10.1956607985 | 0.0034885827
	5.8496227769 | 6.3148004783 | 0.2163902939
	7.5810516990 | 9.7523003319 | 4.7143206261
	8.4908655969 | 8.7330728395 | 0.0586643484
	6.0780658615 | 9.6656476142 | 12.8707428328
	7.0879116947 | 6.3715251712 | 0.5132096511
