Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 282,282,282
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.25058315325129054685
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.9308450362 | 0.2228027906
	7.4588251313 | 5.9030189733 | 2.4205328012
	7.4588251313 | 7.9675618236 | 0.2588130221
	7.4588251313 | 7.8963318911 | 0.1914121648
	7.4588251313 | 7.6751699347 | 0.0468050740
	7.4588251313 | 7.9227618289 | 0.2152372594
	7.4588251313 | 6.6578926798 | 0.6414927918
	7.4588251313 | 7.0218755000 | 0.1909249803
	7.4588251313 | 7.9261776677 | 0.2184183933
	7.4588251313 | 7.8182783145 | 0.1292065909
	7.4588251313 | 8.1214951152 | 0.4391315076
	7.4588251313 | 6.4772717127 | 0.9634471135
	7.4588251313 | 7.9617222756 | 0.2529055377
	7.4588251313 | 8.3531738727 | 0.7998596712
	7.4588251313 | 7.9984537126 | 0.2911990058
	7.4588251313 | 7.3747265937 | 0.0070725640
	7.4588251313 | 8.2031097503 | 0.5539595940
	7.4588251313 | 7.9746979326 | 0.2661247472
	7.4588251313 | 6.2650504127 | 1.4250980788
	7.4588251313 | 7.7045150005 | 0.0603635118
	7.4588251313 | 7.3127493043 | 0.0213381472
	7.4588251313 | 7.4069032083 | 0.0026958861
	7.4588251313 | 7.6843564356 | 0.0508643692
	7.4588251313 | 7.7967761556 | 0.1142108948
	7.4588251313 | 6.7524993356 | 0.4988961297
	7.4588251313 | 6.5722070306 | 0.7860916564
	7.4588251313 | 7.3323015747 | 0.0160082104
	7.4588251313 | 7.5669005676 | 0.0116802999
	7.4588251313 | 7.6789160248 | 0.0484400014
	7.4588251313 | 7.9177671897 | 0.2106278129
	7.4588251313 | 7.8716343301 | 0.1704114346
	7.4588251313 | 6.1059672142 | 1.8302245439
	7.4588251313 | 6.1722524541 | 1.6552692537
	7.4588251313 | 7.9673939460 | 0.2586422393
	7.4588251313 | 6.1114752323 | 1.8153517504
	7.4588251313 | 7.4591664559 | 0.0000001165
	7.4588251313 | 7.8815810750 | 0.1787225879
	7.4588251313 | 8.0817894088 | 0.3880844911
	7.4588251313 | 6.8381909905 | 0.3851867367
	7.4588251313 | 7.6317510707 | 0.0299033805
