Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 496,496,496
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 21.93123207636492466577
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 41.0988597344 | 20.7332028982
	3.6193580194 | 4.9175186500 | 1.6852210228
	14.8101968258 | 19.2375688299 | 19.6016228622
	95.6802585245 | 93.3172345091 | 5.5838824971
	80.7599408181 | 76.6285163834 | 17.0686678596
	151.9124776000 | 152.1502267809 | 0.0565246730
	38.1071303166 | 39.4903243092 | 1.9132256212
	60.5283449415 | 57.7481677888 | 7.7293850004
	15.7713610460 | 16.4063075555 | 0.4031570699
	26.9295441315 | 27.4134142998 | 0.2341303398
	45.3353975536 | 41.8138122194 | 12.4015632662
	26.9394855072 | 28.5435671032 | 2.5730777664
	18.7386443260 | 16.6549569867 | 4.3417529280
	12.9336643570 | 15.3821476395 | 5.9950703844
	14.2649027747 | 17.3568455056 | 9.5601098513
	41.8627761972 | 37.7936978058 | 16.5573989559
	23.8797765501 | 22.1910215415 | 2.8518934791
	13.8573527199 | 18.2451040809 | 19.2523620059
	14.6417113659 | 13.5642626315 | 1.1608957752
	7.6741391471 | 12.2370878074 | 20.8205004764
	21.0954875292 | 24.6740324417 | 12.8059836906
	7.3071484354 | 9.0725025885 | 3.1164752859
	8.1531554515 | 12.6897920588 | 20.5810717068
	17.5377826988 | 24.6694053775 | 50.8600420317
	16.0668745556 | 19.9419634607 | 15.0163140230
	12.1911370473 | 17.9706747198 | 33.4030557087
	8.8726714451 | 13.2521463387 | 19.1798003436
	11.2864427278 | 16.2673785942 | 24.8097221052
	10.1091975389 | 14.8644639584 | 22.6125587202
	8.0182772777 | 10.7561128180 | 7.4957434458
	14.6978954500 | 19.2549495968 | 20.7667424971
	6.2137733467 | 7.5316088356 | 1.7366903758
	18.2282702253 | 15.3044275289 | 8.5488561133
	10.7750992010 | 13.0025093637 | 4.9613560326
	10.2547250236 | 13.7717785612 | 12.3696655863
	5.8496227769 | 8.8951782027 | 9.2754078516
	7.5810516990 | 11.1124543404 | 12.4708046156
	8.4908655969 | 13.8161013361 | 28.3581356787
	6.0780658615 | 6.5831452223 | 0.2551051607
	7.0879116947 | 8.4413387082 | 1.8317646809
