Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 121,121,121
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 17.03412846311124084764
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 45.4069225418 | 0.0601769409
	3.6193580194 | 7.4530672556 | 14.6973265075
	14.8101968258 | 16.3630520811 | 2.4113594438
	95.6802585245 | 97.2644436640 | 2.5096425563
	80.7599408181 | 76.9935905949 | 14.1853940038
	151.9124776000 | 148.7656114118 | 9.9027668062
	38.1071303166 | 37.4709876832 | 0.4046774499
	60.5283449415 | 62.1626050894 | 2.6708062310
	15.7713610460 | 17.6429464292 | 3.5028318465
	26.9295441315 | 27.3742013938 | 0.1977200809
	45.3353975536 | 42.6110825914 | 7.4218920138
	26.9394855072 | 23.1883870305 | 14.0707397821
	18.7386443260 | 18.3691384246 | 0.1365346111
	12.9336643570 | 14.3772805311 | 2.0840276581
	14.2649027747 | 13.5299355835 | 0.5401767721
	41.8627761972 | 38.8723036681 | 8.9429259472
	23.8797765501 | 22.9031503201 | 0.9537987932
	13.8573527199 | 16.6187503137 | 7.6253166711
	14.6417113659 | 16.2051013491 | 2.4441882397
	7.6741391471 | 12.1584579474 | 20.1091151029
	21.0954875292 | 20.7682499077 | 0.1070844609
	7.3071484354 | 10.9954050648 | 13.6032369645
	8.1531554515 | 12.6241387683 | 19.9896918193
	17.5377826988 | 20.5126419475 | 8.8497875499
	16.0668745556 | 16.1654953938 | 0.0097260697
	12.1911370473 | 10.5346928900 | 2.7438072460
	8.8726714451 | 9.1500577815 | 0.0769431796
	11.2864427278 | 13.1209379073 | 3.3653725635
	10.1091975389 | 13.8150516405 | 13.7333546227
	8.0182772777 | 7.4530672556 | 0.3194623691
	14.6978954500 | 17.9818662880 | 10.7844644649
	6.2137733467 | 9.1932196867 | 8.8771004926
	18.2282702253 | 21.0038247602 | 7.7037029761
	10.7750992010 | 12.7550474433 | 3.9201950419
	10.2547250236 | 13.1194336280 | 8.2065553876
	5.8496227769 | 10.1781821792 | 18.7364264995
	7.5810516990 | 11.6644614215 | 16.6742349621
	8.4908655969 | 9.1500577815 | 0.4345343362
	6.0780658615 | 5.9197886903 | 0.0250516629
	7.0879116947 | 13.1813001093 | 37.1293823704
