Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 277,277,277
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.21723470355199214765
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.7638887009 | 0.0930637815
	7.4588251313 | 7.3287366788 | 0.0169230055
	7.4588251313 | 8.3262082529 | 0.7523534797
	7.4588251313 | 7.9858907808 | 0.2777981989
	7.4588251313 | 8.2996595305 | 0.7070024868
	7.4588251313 | 7.6061378257 | 0.0217010299
	7.4588251313 | 6.7022096445 | 0.5724669949
	7.4588251313 | 8.0258112921 | 0.3214733066
	7.4588251313 | 7.7552268946 | 0.0878540053
	7.4588251313 | 7.4214903476 | 0.0013938861
	7.4588251313 | 7.4387990859 | 0.0004010425
	7.4588251313 | 5.5431606563 | 3.6697703807
	7.4588251313 | 7.4386880034 | 0.0004055039
	7.4588251313 | 7.3300594551 | 0.0165805994
	7.4588251313 | 8.1587926778 | 0.4899545662
	7.4588251313 | 5.6459910384 | 3.2863674483
	7.4588251313 | 7.6455475800 | 0.0348652729
	7.4588251313 | 7.3942951868 | 0.0041641137
	7.4588251313 | 7.2076160382 | 0.0631060085
	7.4588251313 | 6.1320972233 | 1.7602069418
	7.4588251313 | 7.8210340806 | 0.1311953229
	7.4588251313 | 7.2569603769 | 0.0407493791
	7.4588251313 | 7.8561015067 | 0.1578285184
	7.4588251313 | 7.5254868114 | 0.0044437796
	7.4588251313 | 7.6301782429 | 0.0293618889
	7.4588251313 | 8.0987967709 | 0.4095636995
	7.4588251313 | 7.4970560377 | 0.0014616022
	7.4588251313 | 8.0946205851 | 0.4042358592
	7.4588251313 | 7.9676776266 | 0.2589308620
	7.4588251313 | 8.0523258690 | 0.3522431257
	7.4588251313 | 7.9849146556 | 0.2767701876
	7.4588251313 | 7.8575355191 | 0.1589699734
	7.4588251313 | 6.2942361784 | 1.3562674293
	7.4588251313 | 7.7161222459 | 0.0662018052
	7.4588251313 | 8.0469213324 | 0.3458571417
	7.4588251313 | 6.4322659440 | 1.0538237650
	7.4588251313 | 7.4117882041 | 0.0022124725
	7.4588251313 | 8.0954167182 | 0.4052488485
	7.4588251313 | 7.8017035257 | 0.1175655934
	7.4588251313 | 7.6439878647 | 0.0342852378
