Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 451,451,451
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 32.89344832690615305637
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 39.5006476834 | 37.8419948856
	3.6193580194 | 7.0859722462 | 12.0174141971
	14.8101968258 | 14.6337938653 | 0.0311180045
	95.6802585245 | 94.4184611113 | 1.5921327118
	80.7599408181 | 79.3763725872 | 1.9142610494
	151.9124776000 | 147.6325797327 | 18.3175257544
	38.1071303166 | 33.5642335177 | 20.6379113252
	60.5283449415 | 55.2484595533 | 27.8771897131
	15.7713610460 | 18.4379786738 | 7.1108495728
	26.9295441315 | 25.1657491537 | 3.1109727235
	45.3353975536 | 44.8688569493 | 0.2176601355
	26.9394855072 | 28.0267481505 | 1.1821400554
	18.7386443260 | 17.9538592269 | 0.6158876518
	12.9336643570 | 13.9116812903 | 0.9565171218
	14.2649027747 | 13.5243144947 | 0.5484710005
	41.8627761972 | 49.9484137992 | 65.3775354297
	23.8797765501 | 24.3077543078 | 0.1831649611
	13.8573527199 | 32.3483769059 | 341.9179754463
	14.6417113659 | 26.9393476287 | 151.2318576540
	7.6741391471 | 8.9199630661 | 1.5520772373
	21.0954875292 | 30.9442850931 | 96.9988134536
	7.3071484354 | 8.8318464194 | 2.3247039424
	8.1531554515 | 12.0322499594 | 15.0473742014
	17.5377826988 | 18.0478265284 | 0.2601447081
	16.0668745556 | 14.6948081414 | 1.8825662448
	12.1911370473 | 13.5304676830 | 1.7938065519
	8.8726714451 | 18.2019770630 | 87.0359433116
	11.2864427278 | 14.2811286075 | 8.9681435182
	10.1091975389 | 12.3775670911 | 5.1455004256
	8.0182772777 | 14.1314081311 | 37.3703688311
	14.6978954500 | 14.9397142819 | 0.0584763475
	6.2137733467 | 12.8706083550 | 44.3134523275
	18.2282702253 | 18.0802501531 | 0.0219099418
	10.7750992010 | 16.2685365238 | 30.1778536188
	10.2547250236 | 11.7538482850 | 2.2473705526
	5.8496227769 | 7.0354741188 | 1.4062434052
	7.5810516990 | 6.3713133868 | 1.4634667840
	8.4908655969 | 10.7142201404 | 4.9433054260
	6.0780658615 | 7.2757125416 | 1.4343575705
	7.0879116947 | 13.7849621680 | 44.8504850416
