Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 266,266,266
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 24.32875823174217799760
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.9114136884 | 0.5488124069
	3.6193580194 | 3.6243172554 | 0.0000245940
	14.8101968258 | 14.5974478414 | 0.0452621304
	95.6802585245 | 94.1391500119 | 2.3750154476
	80.7599408181 | 80.8058360426 | 0.0021063716
	151.9124776000 | 149.0303323250 | 8.3067613862
	38.1071303166 | 37.4221943478 | 0.4691372812
	60.5283449415 | 60.1996590545 | 0.1080344123
	15.7713610460 | 19.0622009287 | 10.8296271333
	26.9295441315 | 25.6613464338 | 1.6083254003
	45.3353975536 | 40.4993497410 | 23.3873584467
	26.9394855072 | 27.1766994635 | 0.0562704610
	18.7386443260 | 19.6667310322 | 0.8613449342
	12.9336643570 | 11.0355116283 | 3.6029837816
	14.2649027747 | 12.6788568657 | 2.5155416254
	41.8627761972 | 42.3119804828 | 0.2017844902
	23.8797765501 | 23.7240528585 | 0.0242498681
	13.8573527199 | 15.4428917630 | 2.5139340571
	14.6417113659 | 14.0026711377 | 0.4083724132
	7.6741391471 | 6.7152678343 | 0.9194341945
	21.0954875292 | 18.8394530411 | 5.0896916119
	7.3071484354 | 9.0829900290 | 3.1536133656
	8.1531554515 | 9.3529853087 | 1.4395916863
	17.5377826988 | 22.8969899937 | 28.7211028296
	16.0668745556 | 15.1229466452 | 0.8909999000
	12.1911370473 | 17.6831728180 | 30.1624569067
	8.8726714451 | 15.7953153215 | 47.9229982398
	11.2864427278 | 9.8273784940 | 2.1288684385
	10.1091975389 | 11.2285698843 | 1.2529944478
	8.0182772777 | 10.4024164706 | 5.6841196912
	14.6978954500 | 18.2552671730 | 12.6548935758
	6.2137733467 | 5.1823033231 | 1.0639304097
	18.2282702253 | 19.5929381930 | 1.8623186619
	10.7750992010 | 13.8273621618 | 9.3163091818
	10.2547250236 | 28.3517453584 | 327.5021449973
	5.8496227769 | 5.6065502005 | 0.0590842774
	7.5810516990 | 8.1414740566 | 0.3140732190
	8.4908655969 | 7.6897500265 | 0.6417861571
	6.0780658615 | 13.2242074297 | 51.0673393131
	7.0879116947 | 8.5629640165 | 2.1757793520
