Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 486,486,486
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 29.91819805320410097238
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 41.7738926866 | 15.0415191591
	3.6193580194 | 8.1519576812 | 20.5444596943
	14.8101968258 | 12.5712998026 | 5.0126598808
	95.6802585245 | 96.2533457214 | 0.3284289353
	80.7599408181 | 76.8725625963 | 15.1117094393
	151.9124776000 | 148.1035602927 | 14.5078510541
	38.1071303166 | 36.1953492836 | 3.6549067181
	60.5283449415 | 60.6718561308 | 0.0205954615
	15.7713610460 | 14.3003187647 | 2.1639653932
	26.9295441315 | 26.4045912865 | 0.2755754895
	45.3353975536 | 46.0834029732 | 0.5595121077
	26.9394855072 | 26.1429192834 | 0.6345177490
	18.7386443260 | 17.1164034232 | 2.6316655465
	12.9336643570 | 13.4026815299 | 0.2199771084
	14.2649027747 | 13.9656319025 | 0.0895630549
	41.8627761972 | 42.0087842515 | 0.0213183519
	23.8797765501 | 24.5285595593 | 0.4209193930
	13.8573527199 | 17.3827845825 | 12.4286698183
	14.6417113659 | 15.3737870211 | 0.5359347650
	7.6741391471 | 5.7786622341 | 3.5928327276
	21.0954875292 | 24.9583873398 | 14.9219949462
	7.3071484354 | 8.7317784364 | 2.0295706399
	8.1531554515 | 12.0547292995 | 15.2222784914
	17.5377826988 | 17.4639231641 | 0.0054552309
	16.0668745556 | 18.5615351073 | 6.2233312683
	12.1911370473 | 12.8655952878 | 0.4548939183
	8.8726714451 | 9.6055439786 | 0.5371021504
	11.2864427278 | 10.2725510681 | 1.0279762976
	10.1091975389 | 29.1720828094 | 363.3935948379
	8.0182772777 | 6.7697992990 | 1.5586972633
	14.6978954500 | 15.1093405355 | 0.1692870584
	6.2137733467 | 6.4878145378 | 0.0750985744
	18.2282702253 | 22.7332675898 | 20.2950012541
	10.7750992010 | 11.7126975342 | 0.8790906342
	10.2547250236 | 10.8215918487 | 0.3213379974
	5.8496227769 | 24.4364491742 | 345.4701155251
	7.5810516990 | 12.1169665255 | 20.5745233131
	8.4908655969 | 8.3833776261 | 0.0115536639
	6.0780658615 | 4.0526857261 | 4.1021646928
	7.0879116947 | 7.2579856362 | 0.0289251456
