Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 265,265,265
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.32306506565833625899
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.8403000549 | 0.1455231173
	7.4588251313 | 7.6796126195 | 0.0487471150
	7.4588251313 | 7.6596090636 | 0.0403141875
	7.4588251313 | 7.9327281967 | 0.2245841154
	7.4588251313 | 8.0229844829 | 0.3182757740
	7.4588251313 | 7.5549684468 | 0.0092435371
	7.4588251313 | 7.5277544105 | 0.0047512455
	7.4588251313 | 7.2090398189 | 0.0623927023
	7.4588251313 | 7.9178607438 | 0.2107136936
	7.4588251313 | 7.6582921956 | 0.0397871098
	7.4588251313 | 8.2966633241 | 0.7019728374
	7.4588251313 | 8.2075035244 | 0.5605193363
	7.4588251313 | 8.1248429616 | 0.4435797504
	7.4588251313 | 8.1995002764 | 0.5485996705
	7.4588251313 | 5.7324815039 | 2.9802623198
	7.4588251313 | 6.0513720336 | 1.9809242221
	7.4588251313 | 8.0412286331 | 0.3391938389
	7.4588251313 | 7.6863703052 | 0.0517768062
	7.4588251313 | 5.7578100413 | 2.8934523364
	7.4588251313 | 7.6115129217 | 0.0233135613
	7.4588251313 | 7.6609275370 | 0.0408453824
	7.4588251313 | 7.7674392479 | 0.0952426730
	7.4588251313 | 8.0671140561 | 0.3700154161
	7.4588251313 | 8.0872330921 | 0.3948965652
	7.4588251313 | 7.5706626098 | 0.0125076216
	7.4588251313 | 7.8020329457 | 0.1177916038
	7.4588251313 | 8.1745069670 | 0.5122004900
	7.4588251313 | 7.6993570294 | 0.0578555940
	7.4588251313 | 7.9852183643 | 0.2770898358
	7.4588251313 | 8.1922896734 | 0.5379702345
	7.4588251313 | 7.5614423995 | 0.0105303037
	7.4588251313 | 7.8962226862 | 0.1913166211
	7.4588251313 | 7.4674433082 | 0.0000742730
	7.4588251313 | 7.8856628343 | 0.1821904247
	7.4588251313 | 8.5403282670 | 1.1696490326
	7.4588251313 | 6.4971243413 | 0.9248684094
	7.4588251313 | 6.4093513577 | 1.1013952013
	7.4588251313 | 8.0030456500 | 0.2961759730
	7.4588251313 | 6.6117427192 | 0.7175486129
	7.4588251313 | 7.2334365407 | 0.0508000168
