Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 37,37,37
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 22.73620356869254166554
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 47.3884583501 | 3.0144804481
	3.6193580194 | 10.0298133960 | 41.0939381357
	14.8101968258 | 11.8173946487 | 8.9568648714
	95.6802585245 | 96.2858182925 | 0.3667026326
	80.7599408181 | 81.1421378583 | 0.1460745776
	151.9124776000 | 147.7482266801 | 17.3409857244
	38.1071303166 | 34.5553086304 | 12.6154372903
	60.5283449415 | 59.9866420645 | 0.2934420070
	15.7713610460 | 20.7840937388 | 25.1274890494
	26.9295441315 | 26.2843238746 | 0.4163091799
	45.3353975536 | 48.0867475485 | 7.5699267940
	26.9394855072 | 25.9394673165 | 1.0000363818
	18.7386443260 | 21.2511049125 | 6.3124581986
	12.9336643570 | 14.9444775982 | 4.0433698910
	14.2649027747 | 15.2759733810 | 1.0222637709
	41.8627761972 | 41.7143053565 | 0.0220435905
	23.8797765501 | 24.3953400553 | 0.2658057279
	13.8573527199 | 17.2143200864 | 11.2692299001
	14.6417113659 | 14.8493009916 | 0.0430934527
	7.6741391471 | 10.7789046169 | 9.6395686228
	21.0954875292 | 18.6757831763 | 5.8549691557
	7.3071484354 | 20.2248996027 | 166.8682952200
	8.1531554515 | 7.2249240445 | 0.8616135448
	17.5377826988 | 18.5032793476 | 0.9321837788
	16.0668745556 | 14.0267429342 | 4.1621370323
	12.1911370473 | 11.9445763655 | 0.0607921698
	8.8726714451 | 11.7039592514 | 8.0161906421
	11.2864427278 | 14.7746454919 | 12.1675585233
	10.1091975389 | 8.5493754327 | 2.4330450028
	8.0182772777 | 8.0651127080 | 0.0021935575
	14.6978954500 | 17.9125139174 | 10.3337718914
	6.2137733467 | 13.0308983289 | 46.4731930228
	18.2282702253 | 21.6743684844 | 11.8755932114
	10.7750992010 | 11.9537977065 | 1.3893301668
	10.2547250236 | 13.1279763016 | 8.2555729065
	5.8496227769 | 7.9385279188 | 4.3635246921
	7.5810516990 | 15.4091199113 | 61.2786519368
	8.4908655969 | 6.9927851651 | 2.2442449802
	6.0780658615 | 9.2636247473 | 10.1477854151
	7.0879116947 | 10.0298133960 | 8.6547856201
