Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 161,161,161
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 26.59215230452664613381
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 45.5158052549 | 0.0186123739
	3.6193580194 | 7.9397033512 | 18.6653837864
	14.8101968258 | 16.0849311626 | 1.6249476293
	95.6802585245 | 94.7552306579 | 0.8556765540
	80.7599408181 | 80.8981316095 | 0.0190966948
	151.9124776000 | 147.5590660599 | 18.9521920374
	38.1071303166 | 34.6837716127 | 11.7193848153
	60.5283449415 | 58.3346279964 | 4.8123940353
	15.7713610460 | 16.5548168499 | 0.6138029967
	26.9295441315 | 24.5062420321 | 5.8723930647
	45.3353975536 | 44.2599688423 | 1.1565469131
	26.9394855072 | 28.3554159725 | 2.0048590824
	18.7386443260 | 24.1820668855 | 29.6308491619
	12.9336643570 | 17.5168741318 | 21.0058118392
	14.2649027747 | 23.1419787548 | 78.8024779566
	41.8627761972 | 38.8803661537 | 8.8947696679
	23.8797765501 | 21.4627933010 | 5.8418080266
	13.8573527199 | 13.8075676836 | 0.0024785498
	14.6417113659 | 17.4501739820 | 7.8874622660
	7.6741391471 | 13.7209209872 | 36.5635706222
	21.0954875292 | 20.1819873688 | 0.8344825430
	7.3071484354 | 3.7096564993 | 12.9419482301
	8.1531554515 | 13.8972020615 | 32.9940714589
	17.5377826988 | 17.1848053061 | 0.1245930397
	16.0668745556 | 24.6069177008 | 72.9323369231
	12.1911370473 | 11.3482967806 | 0.7103797151
	8.8726714451 | 13.3461835982 | 20.0123109837
	11.2864427278 | 16.2074788804 | 24.2165968146
	10.1091975389 | 16.0219664627 | 34.9608363464
	8.0182772777 | 15.8709845134 | 61.6650109301
	14.6978954500 | 15.4894372700 | 0.6265384528
	6.2137733467 | 12.1753217613 | 35.5400594999
	18.2282702253 | 18.8662387606 | 0.4070038520
	10.7750992010 | 11.4262060145 | 0.4239400825
	10.2547250236 | 10.6944992227 | 0.1934013462
	5.8496227769 | 12.7493667113 | 47.6064663603
	7.5810516990 | 7.7544826296 | 0.0300782877
	8.4908655969 | 9.5409643682 | 1.1027074294
	6.0780658615 | 11.3482967806 | 27.7753339409
	7.0879116947 | 15.8685694080 | 77.0999498773
