Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 13,13,13
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 27.73266383780481803001
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.1767499740 | 6.1280133861
	3.6193580194 | 21.1621518589 | 307.7496156962
	14.8101968258 | 14.1704052228 | 0.4093332953
	95.6802585245 | 92.0730809662 | 13.0117299371
	80.7599408181 | 76.4292181803 | 18.7551585652
	151.9124776000 | 149.5735900820 | 5.4703948219
	38.1071303166 | 38.1386942261 | 0.0009962804
	60.5283449415 | 59.7272199451 | 0.6418012599
	15.7713610460 | 13.9854927490 | 3.1893255741
	26.9295441315 | 26.2666537752 | 0.4394236244
	45.3353975536 | 45.6208771230 | 0.0814985845
	26.9394855072 | 27.5148040255 | 0.3309913974
	18.7386443260 | 19.7026653227 | 0.9293364821
	12.9336643570 | 14.9738789264 | 4.1624754892
	14.2649027747 | 17.0336368909 | 7.6658886060
	41.8627761972 | 41.7488766206 | 0.0129731136
	23.8797765501 | 25.6711053467 | 3.2088588574
	13.8573527199 | 15.5622620948 | 2.9067159765
	14.6417113659 | 13.2123141690 | 2.0431763465
	7.6741391471 | 20.0517723984 | 153.2058049041
	21.0954875292 | 22.2410506211 | 1.3123147974
	7.3071484354 | 8.0522356795 | 0.5551550014
	8.1531554515 | 12.6778065731 | 20.4724677730
	17.5377826988 | 18.3410379403 | 0.6452189831
	16.0668745556 | 17.8592547298 | 3.2126266891
	12.1911370473 | 12.6833695734 | 0.2422928597
	8.8726714451 | 10.8423344815 | 3.8795724771
	11.2864427278 | 11.6480483970 | 0.1307586600
	10.1091975389 | 17.1783856688 | 49.9734208156
	8.0182772777 | 13.5102636092 | 30.1619138653
	14.6978954500 | 12.9259749998 | 3.1397020816
	6.2137733467 | 8.9158185666 | 7.3010483704
	18.2282702253 | 18.4315935147 | 0.0413403600
	10.7750992010 | 12.3081143907 | 2.3501355716
	10.2547250236 | 11.5378136259 | 1.6463163611
	5.8496227769 | 15.4155622469 | 91.5071979440
	7.5810516990 | 7.2238187865 | 0.1276153537
	8.4908655969 | 7.2426730003 | 1.5579847583
	6.0780658615 | 7.5519057048 | 2.1722038836
	7.0879116947 | 11.3690149096 | 18.3278447367
