Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 348,348,348
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 22.45377029037870286743
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 46.1020261399 | 0.2023143821
	3.6193580194 | 7.9992905495 | 19.1838089679
	14.8101968258 | 13.3645959638 | 2.0897618523
	95.6802585245 | 92.1259512067 | 12.6331005090
	80.7599408181 | 76.5204002364 | 17.9737043436
	151.9124776000 | 145.7881114408 | 37.5078608525
	38.1071303166 | 35.2039699299 | 8.4283402307
	60.5283449415 | 56.2156791084 | 18.5990865883
	15.7713610460 | 21.1303320906 | 28.7185706569
	26.9295441315 | 28.0045532830 | 1.1556446759
	45.3353975536 | 45.4466897586 | 0.0123859549
	26.9394855072 | 27.3819528956 | 0.1957773898
	18.7386443260 | 16.5704627818 | 4.7010112084
	12.9336643570 | 11.1053824193 | 3.3426148438
	14.2649027747 | 12.3943067547 | 3.4991294699
	41.8627761972 | 44.3552720692 | 6.2125356719
	23.8797765501 | 25.7761895185 | 3.5963821465
	13.8573527199 | 16.4983495277 | 6.9748641390
	14.6417113659 | 11.7616259920 | 8.2948917607
	7.6741391471 | 9.6483439006 | 3.8974844090
	21.0954875292 | 25.9577945352 | 23.6420294207
	7.3071484354 | 7.1755047503 | 0.0173300598
	8.1531554515 | 8.0209415046 | 0.0174805277
	17.5377826988 | 18.7404861857 | 1.4464956774
	16.0668745556 | 15.5003979747 | 0.3208957166
	12.1911370473 | 14.3014953544 | 4.4536121846
	8.8726714451 | 7.5804292510 | 1.6698898884
	11.2864427278 | 13.8305919033 | 6.4726950272
	10.1091975389 | 13.3872467537 | 10.7456066545
	8.0182772777 | 8.4650191828 | 0.1995783297
	14.6978954500 | 17.0172657747 | 5.3794787033
	6.2137733467 | 8.2103970055 | 3.9865060348
	18.2282702253 | 17.3722860720 | 0.7327088708
	10.7750992010 | 11.2952243627 | 0.2705301838
	10.2547250236 | 10.8158454193 | 0.3148560984
	5.8496227769 | 8.9115229503 | 9.3752326720
	7.5810516990 | 7.3516126372 | 0.0526422831
	8.4908655969 | 9.8202129691 | 1.7671644361
	6.0780658615 | 21.3568039510 | 233.4398376074
	7.0879116947 | 10.6443087232 | 12.6479598239
