Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 248,248,248
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.81000976004629610117
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 8.0651564361 | 0.3676376512
	7.4588251313 | 6.3825871963 | 1.1582880927
	7.4588251313 | 7.8259460384 | 0.1347777604
	7.4588251313 | 7.9801820065 | 0.2718129913
	7.4588251313 | 6.2410370680 | 1.4830077672
	7.4588251313 | 8.2688369607 | 0.6561191638
	7.4588251313 | 8.0234443215 | 0.3187948299
	7.4588251313 | 7.5002427330 | 0.0017154177
	7.4588251313 | 8.2489139200 | 0.6242402940
	7.4588251313 | 5.9666406449 | 2.2266145415
	7.4588251313 | 8.1546685594 | 0.4841980765
	7.4588251313 | 7.8264218550 | 0.1351273513
	7.4588251313 | 6.2203272930 | 1.5338768955
	7.4588251313 | 7.4205019033 | 0.0014686698
	7.4588251313 | 5.3401046459 | 4.4889764950
	7.4588251313 | 7.9907081290 | 0.2828995232
	7.4588251313 | 7.7957340968 | 0.1135076511
	7.4588251313 | 7.5278738630 | 0.0047677273
	7.4588251313 | 6.4981459963 | 0.9229044004
	7.4588251313 | 6.3000286550 | 1.3428092735
	7.4588251313 | 8.2991944797 | 0.7062206417
	7.4588251313 | 7.6496982208 | 0.0364325363
	7.4588251313 | 7.5918916132 | 0.0177066886
	7.4588251313 | 7.4442817240 | 0.0002115107
	7.4588251313 | 7.7032393043 | 0.0597382880
	7.4588251313 | 7.2244327374 | 0.0549397943
	7.4588251313 | 7.6618103948 | 0.0412030172
	7.4588251313 | 6.5087470720 | 0.9026483187
	7.4588251313 | 7.9993640222 | 0.2921822926
	7.4588251313 | 7.7286185552 | 0.0727884916
	7.4588251313 | 7.0671917119 | 0.1533767352
	7.4588251313 | 6.8550824845 | 0.3645051836
	7.4588251313 | 8.2198393145 | 0.5791425871
	7.4588251313 | 8.1265245850 | 0.4458225605
	7.4588251313 | 7.6448331330 | 0.0345989767
	7.4588251313 | 8.1274432887 | 0.4470502404
	7.4588251313 | 8.6909030253 | 1.5180159368
	7.4588251313 | 7.3187807746 | 0.0196124218
	7.4588251313 | 6.6181014746 | 0.7068162669
	7.4588251313 | 7.8188762799 | 0.1296368296
