Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 480,480,480
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.87101901262426206785
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 8.0722480450 | 0.3762876711
	7.4588251313 | 6.5887402459 | 0.7570477078
	7.4588251313 | 7.8329841458 | 0.1399949681
	7.4588251313 | 7.9877352032 | 0.2797458642
	7.4588251313 | 7.5777943591 | 0.0141536772
	7.4588251313 | 8.5599426411 | 1.2124597704
	7.4588251313 | 6.5128170699 | 0.8949312522
	7.4588251313 | 7.4084671828 | 0.0025359230
	7.4588251313 | 7.5118799271 | 0.0028148114
	7.4588251313 | 6.5886811608 | 0.7571505294
	7.4588251313 | 7.9120472951 | 0.2054103297
	7.4588251313 | 7.4132877258 | 0.0020736553
	7.4588251313 | 7.9474817048 | 0.2387852469
	7.4588251313 | 6.3367445453 | 1.2590648414
	7.4588251313 | 7.5259479112 | 0.0045054676
	7.4588251313 | 7.1621456782 | 0.0880186979
	7.4588251313 | 5.6444753578 | 3.2918651004
	7.4588251313 | 6.7758397686 | 0.4664690057
	7.4588251313 | 8.1372452141 | 0.4602538087
	7.4588251313 | 7.7676697799 | 0.0953850170
	7.4588251313 | 8.0910870273 | 0.3997551051
	7.4588251313 | 8.4494192276 | 0.9812766636
	7.4588251313 | 8.6814415607 | 1.4947909335
	7.4588251313 | 7.4660403743 | 0.0000520597
	7.4588251313 | 7.4938128063 | 0.0012241374
	7.4588251313 | 6.6383977164 | 0.6731011432
	7.4588251313 | 7.4917411909 | 0.0010834670
	7.4588251313 | 8.5564462420 | 1.2047721026
	7.4588251313 | 6.5674813496 | 0.7944937372
	7.4588251313 | 7.4484609699 | 0.0001074158
	7.4588251313 | 6.8635019193 | 0.3544097267
	7.4588251313 | 8.6572390687 | 1.4361959655
	7.4588251313 | 8.1210003925 | 0.4384760766
	7.4588251313 | 6.9278262912 | 0.2819597682
	7.4588251313 | 7.9764749740 | 0.2679613597
	7.4588251313 | 7.4663221296 | 0.0000562050
	7.4588251313 | 7.8059361661 | 0.1204860705
	7.4588251313 | 7.7066881138 | 0.0614360581
	7.4588251313 | 5.7395193507 | 2.9560123671
	7.4588251313 | 6.1510703707 | 1.7102225139
