Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 467,467,467
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 28.85296146448319731803
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.7222291917 | 3.7249124970
	3.6193580194 | 6.2076952133 | 6.6994894294
	14.8101968258 | 13.6468264829 | 1.3534305548
	95.6802585245 | 90.4595621798 | 27.2556703236
	80.7599408181 | 79.2461876346 | 2.2914487004
	151.9124776000 | 152.9354718684 | 1.0465172731
	38.1071303166 | 37.0612208421 | 1.0939266288
	60.5283449415 | 58.6212263682 | 3.6371012527
	15.7713610460 | 20.5660944582 | 22.9894684945
	26.9295441315 | 25.9312449193 | 0.9966013170
	45.3353975536 | 41.2732514732 | 16.5010307788
	26.9394855072 | 24.2465608140 | 7.2518434034
	18.7386443260 | 18.3605750940 | 0.1429363442
	12.9336643570 | 14.4586693022 | 2.3256400828
	14.2649027747 | 16.6971065224 | 5.9156150704
	41.8627761972 | 39.2024417652 | 7.0773792903
	23.8797765501 | 23.3151436567 | 0.3188103043
	13.8573527199 | 14.6669577003 | 0.6554602243
	14.6417113659 | 13.7366023086 | 0.8192224056
	7.6741391471 | 14.3063562942 | 43.9863042859
	21.0954875292 | 22.0861352316 | 0.9813828702
	7.3071484354 | 7.9436924544 | 0.4051882882
	8.1531554515 | 7.2706021531 | 0.7789003244
	17.5377826988 | 27.9728402915 | 108.8904269631
	16.0668745556 | 18.5065936499 | 5.9522292593
	12.1911370473 | 12.7313654214 | 0.2918466962
	8.8726714451 | 18.7498863552 | 97.5593743806
	11.2864427278 | 12.3525847145 | 1.1366587358
	10.1091975389 | 12.4807897582 | 5.6244496547
	8.0182772777 | 9.3362575780 | 1.7370720719
	14.6978954500 | 13.2005910555 | 2.2419204497
	6.2137733467 | 6.3616215036 | 0.0218590775
	18.2282702253 | 16.7678061696 | 2.1329552582
	10.7750992010 | 6.8382403014 | 15.4988579956
	10.2547250236 | 11.0021754127 | 0.5586820841
	5.8496227769 | 15.9085637790 | 101.1822940848
	7.5810516990 | 8.1550417539 | 0.3294645832
	8.4908655969 | 10.4965722939 | 4.0228593545
	6.0780658615 | 24.1299394287 | 325.8701392888
	7.0879116947 | 5.9952016742 | 1.1940151890
