Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 58,58,58
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 23.14690026196459626817
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 45.6380608158 | 0.0002008346
	3.6193580194 | 8.0521352878 | 19.6495143113
	14.8101968258 | 16.7215344457 | 3.6532114970
	95.6802585245 | 94.3866869523 | 1.6733274123
	80.7599408181 | 80.4359717509 | 0.1049559565
	151.9124776000 | 149.1129987098 | 7.8370820566
	38.1071303166 | 40.4408483595 | 5.4462399041
	60.5283449415 | 59.3146112388 | 1.4731495012
	15.7713610460 | 21.9285802026 | 37.9113477427
	26.9295441315 | 24.6817233963 | 5.0526980577
	45.3353975536 | 39.7372989294 | 31.3387082067
	26.9394855072 | 26.2388049944 | 0.4909531810
	18.7386443260 | 18.8391068539 | 0.0100927195
	12.9336643570 | 13.0240400154 | 0.0081677596
	14.2649027747 | 14.0551304020 | 0.0440044484
	41.8627761972 | 38.6493763733 | 10.3259384282
	23.8797765501 | 24.6239400107 | 0.5537792561
	13.8573527199 | 14.1649215171 | 0.0945985650
	14.6417113659 | 14.6721284050 | 0.0009251963
	7.6741391471 | 12.6186951697 | 24.4486342607
	21.0954875292 | 20.8841161966 | 0.0446778403
	7.3071484354 | 13.9199885013 | 43.7296537367
	8.1531554515 | 7.5225477941 | 0.3976660175
	17.5377826988 | 27.7305231741 | 103.8919583979
	16.0668745556 | 22.7712921429 | 44.9492151852
	12.1911370473 | 20.2216730023 | 64.4895077249
	8.8726714451 | 10.3554716965 | 2.1986965854
	11.2864427278 | 9.5546958610 | 2.9989472108
	10.1091975389 | 10.3554716965 | 0.0606509607
	8.0182772777 | 10.0233002780 | 4.0201172317
	14.6978954500 | 12.5730012370 | 4.5151754165
	6.2137733467 | 7.6849723545 | 2.1644265205
	18.2282702253 | 19.3604837284 | 1.2819074166
	10.7750992010 | 20.2049497644 | 88.9220816466
	10.2547250236 | 11.2365979617 | 0.9640744665
	5.8496227769 | 6.9577133527 | 1.2278647242
	7.5810516990 | 6.8773434527 | 0.4952052959
	8.4908655969 | 9.3989002041 | 0.8245268478
	6.0780658615 | 10.3554716965 | 18.2962006773
	7.0879116947 | 7.5225477941 | 0.1889085389
