Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 194,194,194
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 21.01919492857322069312
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 42.1131868350 | 12.5248437180
	3.6193580194 | 8.2272564482 | 21.2327279300
	14.8101968258 | 20.0819971971 | 27.7918791547
	95.6802585245 | 95.3774301905 | 0.0917049999
	80.7599408181 | 81.7231118734 | 0.9276984818
	151.9124776000 | 153.3699061275 | 2.1240979126
	38.1071303166 | 36.0582359853 | 4.1979679805
	60.5283449415 | 59.7286889789 | 0.6394496586
	15.7713610460 | 15.4180577100 | 0.1248232472
	26.9295441315 | 28.1374855873 | 1.4591225606
	45.3353975536 | 48.3114190524 | 8.8567039612
	26.9394855072 | 25.7045630775 | 1.5250334074
	18.7386443260 | 19.1965112045 | 0.2096420785
	12.9336643570 | 16.8969930943 | 15.7079746793
	14.2649027747 | 11.9692310240 | 5.2701087867
	41.8627761972 | 42.4083457384 | 0.2976461243
	23.8797765501 | 21.0339837691 | 8.0985365524
	13.8573527199 | 13.9271438694 | 0.0048708046
	14.6417113659 | 12.5233130357 | 4.4876114853
	7.6741391471 | 7.7943567541 | 0.0144522730
	21.0954875292 | 22.0441424777 | 0.8999462112
	7.3071484354 | 8.1291488440 | 0.6756846717
	8.1531554515 | 7.7005749984 | 0.2048290665
	17.5377826988 | 18.3240644765 | 0.6182390340
	16.0668745556 | 31.5519792338 | 239.7884668946
	12.1911370473 | 13.5207846074 | 1.7679626343
	8.8726714451 | 14.9871384529 | 37.3867067893
	11.2864427278 | 10.4815073050 | 0.6479210350
	10.1091975389 | 9.6707405865 | 0.1922444991
	8.0182772777 | 7.8513900474 | 0.0278513477
	14.6978954500 | 15.2869167993 | 0.3469461500
	6.2137733467 | 6.6836909690 | 0.2208225718
	18.2282702253 | 21.1017771045 | 8.2570417845
	10.7750992010 | 8.3574184935 | 5.8451800036
	10.2547250236 | 11.6989754182 | 2.0858592021
	5.8496227769 | 7.2285103064 | 1.9013308192
	7.5810516990 | 7.7416378182 | 0.0257879017
	8.4908655969 | 12.0589371943 | 12.7311349244
	6.0780658615 | 7.5292101872 | 2.1058198539
	7.0879116947 | 10.3267207744 | 10.4898842544
