Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 371,371,371
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 18.55607077345930377987
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 47.0938371933 | 2.0782242958
	3.6193580194 | 9.5555669747 | 35.2385767605
	14.8101968258 | 15.5658282631 | 0.5709788689
	95.6802585245 | 91.9019653317 | 14.2754994502
	80.7599408181 | 78.8950388622 | 3.4778593049
	151.9124776000 | 149.3264752564 | 6.6874081213
	38.1071303166 | 36.0771183719 | 4.1209484956
	60.5283449415 | 58.4932899081 | 4.1414489891
	15.7713610460 | 18.0123595299 | 5.0220742048
	26.9295441315 | 30.4103682735 | 12.1161367075
	45.3353975536 | 44.4205373075 | 0.8369692700
	26.9394855072 | 25.8752365859 | 1.1326257666
	18.7386443260 | 16.1477508331 | 6.7127290915
	12.9336643570 | 15.9677033222 | 9.2053924420
	14.2649027747 | 17.4273749926 | 10.0012305294
	41.8627761972 | 45.5000907254 | 13.2300569769
	23.8797765501 | 26.5982353160 | 7.3900180619
	13.8573527199 | 16.5119568202 | 7.0469229293
	14.6417113659 | 16.7239187144 | 4.3355874421
	7.6741391471 | 9.3983799634 | 2.9730063927
	21.0954875292 | 22.8355153100 | 3.0276966778
	7.3071484354 | 8.3543910880 | 1.0967171734
	8.1531554515 | 8.0478432807 | 0.0110906533
	17.5377826988 | 19.1922462002 | 2.7372494775
	16.0668745556 | 15.9526037543 | 0.0130578160
	12.1911370473 | 13.9397980895 | 3.0578154405
	8.8726714451 | 8.0466079180 | 0.6823809509
	11.2864427278 | 9.3617271992 | 3.7045298660
	10.1091975389 | 10.4360477755 | 0.1068310772
	8.0182772777 | 9.8768963096 | 3.4544647057
	14.6978954500 | 16.4400339274 | 3.0350464744
	6.2137733467 | 6.5089740013 | 0.0871434265
	18.2282702253 | 17.3965716747 | 0.6917224792
	10.7750992010 | 10.5169371228 | 0.0666476586
	10.2547250236 | 18.6621507103 | 70.6848066765
	5.8496227769 | 8.9563754600 | 9.6519122338
	7.5810516990 | 5.5092183692 | 4.2924933463
	8.4908655969 | 8.8479199549 | 0.1274878146
	6.0780658615 | 7.8928437848 | 3.2934189110
	7.0879116947 | 16.2482367757 | 83.9115555896
