Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 487,487,487
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.18968349348268542798
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.5021011683 | 0.0018728154
	7.4588251313 | 5.9662044815 | 2.2279164041
	7.4588251313 | 5.8119368183 | 2.7122411155
	7.4588251313 | 6.0314055828 | 2.0375265673
	7.4588251313 | 7.4461178587 | 0.0001614748
	7.4588251313 | 8.2530671307 | 0.6308203536
	7.4588251313 | 7.5476149155 | 0.0078836258
	7.4588251313 | 6.5414520282 | 0.8415734102
	7.4588251313 | 7.2541305436 | 0.0418998742
	7.4588251313 | 6.8642022623 | 0.3535763563
	7.4588251313 | 7.4445183933 | 0.0002046828
	7.4588251313 | 7.8371697300 | 0.1431446354
	7.4588251313 | 7.3366820319 | 0.0149189367
	7.4588251313 | 7.4808713360 | 0.0004860351
	7.4588251313 | 7.8272006421 | 0.1357005170
	7.4588251313 | 7.7498587060 | 0.0847005416
	7.4588251313 | 6.1707747621 | 1.6590737537
	7.4588251313 | 8.1071512039 | 0.4203266964
	7.4588251313 | 7.6872388732 | 0.0521728375
	7.4588251313 | 7.5304440850 | 0.0051292745
	7.4588251313 | 8.1549916365 | 0.4846478030
	7.4588251313 | 7.6381725496 | 0.0321654964
	7.4588251313 | 8.0300889177 | 0.3263423136
	7.4588251313 | 7.4773712178 | 0.0003439573
	7.4588251313 | 7.2330698802 | 0.0509654334
	7.4588251313 | 7.8585092766 | 0.1597474160
	7.4588251313 | 7.6205135604 | 0.0261431481
	7.4588251313 | 7.4149677730 | 0.0019234679
	7.4588251313 | 5.7597007113 | 2.8870237944
	7.4588251313 | 8.2475063776 | 0.6220181083
	7.4588251313 | 7.6251763676 | 0.0276727338
	7.4588251313 | 7.9871677531 | 0.2791459260
	7.4588251313 | 7.1722005119 | 0.0821536724
	7.4588251313 | 7.4393551807 | 0.0003790790
	7.4588251313 | 7.5647333623 | 0.0112165534
	7.4588251313 | 7.9160100865 | 0.2090180833
	7.4588251313 | 6.6656777614 | 0.6290827503
	7.4588251313 | 7.8976286882 | 0.1925485616
	7.4588251313 | 7.7806037518 | 0.1035414806
	7.4588251313 | 7.6955487864 | 0.0560380889
