Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 361,361,361
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.69336891977272419041
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.6959908931 | 0.0562475986
	7.4588251313 | 7.9081378591 | 0.2018819273
	7.4588251313 | 6.1133897000 | 1.8101964996
	7.4588251313 | 7.4102275909 | 0.0023617209
	7.4588251313 | 7.4839715992 | 0.0006323448
	7.4588251313 | 7.4684940287 | 0.0000934876
	7.4588251313 | 7.6543378648 | 0.0382252290
	7.4588251313 | 7.1971467900 | 0.0684755543
	7.4588251313 | 8.0215052579 | 0.3166089249
	7.4588251313 | 8.0406647686 | 0.3385373635
	7.4588251313 | 8.2178408155 | 0.5761048089
	7.4588251313 | 8.1888719277 | 0.5329683249
	7.4588251313 | 6.3055395852 | 1.3300675507
	7.4588251313 | 5.7096946884 | 3.0594573063
	7.4588251313 | 7.3775210217 | 0.0066103582
	7.4588251313 | 7.8286184630 | 0.1367471081
	7.4588251313 | 6.6208058853 | 0.7022762566
	7.4588251313 | 7.8653556944 | 0.1652670988
	7.4588251313 | 6.3565866556 | 1.2149296573
	7.4588251313 | 7.8530124930 | 0.1553836762
	7.4588251313 | 7.7108654460 | 0.0635243202
	7.4588251313 | 7.3595761082 | 0.0098503686
	7.4588251313 | 7.7646706955 | 0.0935415091
	7.4588251313 | 7.7436279669 | 0.0811126552
	7.4588251313 | 7.5605421113 | 0.0103463440
	7.4588251313 | 7.2026675783 | 0.0656166920
	7.4588251313 | 6.6834582318 | 0.6011938288
	7.4588251313 | 7.1697604741 | 0.0835583760
	7.4588251313 | 8.0420216986 | 0.3401182361
	7.4588251313 | 8.5757221882 | 1.2474590357
	7.4588251313 | 7.5536285938 | 0.0089876965
	7.4588251313 | 8.1492052289 | 0.4766246792
	7.4588251313 | 6.0602663032 | 1.9559667955
	7.4588251313 | 5.8647229515 | 2.5411617597
	7.4588251313 | 7.6430293731 | 0.0339312027
	7.4588251313 | 7.5919215904 | 0.0177146674
	7.4588251313 | 7.7536840079 | 0.0869417571
	7.4588251313 | 6.3103971929 | 1.3188867298
	7.4588251313 | 6.3682601439 | 1.1893319917
	7.4588251313 | 8.5022667324 | 1.0887703748
