Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 355,355,355
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 21.92005778012930505838
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 45.7208444048 | 0.0047076032
	3.6193580194 | 5.1028801360 | 2.2008378703
	14.8101968258 | 17.7040442633 | 8.3743529913
	95.6802585245 | 93.8234733029 | 3.4476513593
	80.7599408181 | 78.8497343792 | 3.6488886390
	151.9124776000 | 152.5363311331 | 0.3891932307
	38.1071303166 | 35.1856283113 | 8.5351739665
	60.5283449415 | 56.7244420856 | 14.4696769378
	15.7713610460 | 19.8721399855 | 16.8163879109
	26.9295441315 | 26.0994234940 | 0.6891002727
	45.3353975536 | 44.7535085368 | 0.3385948280
	26.9394855072 | 28.1447496963 | 1.4526617655
	18.7386443260 | 18.0537968469 | 0.4690160696
	12.9336643570 | 13.9498519661 | 1.0326372567
	14.2649027747 | 13.3807179673 | 0.7817827736
	41.8627761972 | 39.0770542145 | 7.7602469651
	23.8797765501 | 22.1000886779 | 3.1672889225
	13.8573527199 | 13.1862902405 | 0.4503248512
	14.6417113659 | 17.5168154231 | 8.2662233400
	7.6741391471 | 9.3412929038 | 2.7794016485
	21.0954875292 | 22.0348796159 | 0.8824574925
	7.3071484354 | 7.0870663220 | 0.0484361366
	8.1531554515 | 8.1067083542 | 0.0021573328
	17.5377826988 | 20.5920759989 | 9.3287075628
	16.0668745556 | 16.7893554839 | 0.5219786919
	12.1911370473 | 22.0322162328 | 96.8468395357
	8.8726714451 | 10.8107865310 | 3.7562900860
	11.2864427278 | 11.1534036510 | 0.0176993960
	10.1091975389 | 11.1465887551 | 1.0761805355
	8.0182772777 | 16.8749870152 | 78.4413073740
	14.6978954500 | 18.4066566487 | 13.7549096294
	6.2137733467 | 13.6924068937 | 55.9299597306
	18.2282702253 | 15.4970068993 | 7.4597993559
	10.7750992010 | 14.3115678593 | 12.5066105708
	10.2547250236 | 7.3799493887 | 8.2643349510
	5.8496227769 | 14.8687776389 | 81.3451544246
	7.5810516990 | 9.1464803561 | 2.4505668806
	8.4908655969 | 13.2080485454 | 22.2518149700
	6.0780658615 | 5.3510407498 | 0.5285655130
	7.0879116947 | 7.0560728498 | 0.0010137120
