Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 489,489,489
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.56477273967812102740
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 8.5022702314 | 1.0887776769
	7.4588251313 | 8.0954904889 | 0.4053427776
	7.4588251313 | 6.8856193125 | 0.3285649107
	7.4588251313 | 7.4667936672 | 0.0000634976
	7.4588251313 | 7.7335590644 | 0.0754787340
	7.4588251313 | 8.2390406261 | 0.6087362183
	7.4588251313 | 7.0440255520 | 0.1720586910
	7.4588251313 | 7.9052342420 | 0.1992810941
	7.4588251313 | 7.7716424436 | 0.0978546709
	7.4588251313 | 8.3429665330 | 0.7817060182
	7.4588251313 | 6.8727649193 | 0.3434665720
	7.4588251313 | 7.8033103831 | 0.1186700887
	7.4588251313 | 6.5568823669 | 0.8135007502
	7.4588251313 | 5.7967693176 | 2.7624295277
	7.4588251313 | 7.6223571435 | 0.0267427190
	7.4588251313 | 6.2072639494 | 1.5664053919
	7.4588251313 | 7.3911904036 | 0.0045744564
	7.4588251313 | 8.3357480762 | 0.7689938513
	7.4588251313 | 8.0961361996 | 0.4061653977
	7.4588251313 | 7.6488983784 | 0.0361278393
	7.4588251313 | 7.3263525762 | 0.0175489778
	7.4588251313 | 7.1996496681 | 0.0671719207
	7.4588251313 | 7.8687981354 | 0.1680778641
	7.4588251313 | 7.0126965469 | 0.1990307138
	7.4588251313 | 7.1925362197 | 0.0709097844
	7.4588251313 | 7.5547672605 | 0.0092048922
	7.4588251313 | 6.2484064999 | 1.4651132633
	7.4588251313 | 5.7141018849 | 3.0440592065
	7.4588251313 | 7.4062257473 | 0.0027666952
	7.4588251313 | 7.0328206880 | 0.1814797857
	7.4588251313 | 7.7516878833 | 0.0857685915
	7.4588251313 | 7.8979720195 | 0.1928499894
	7.4588251313 | 8.1404181806 | 0.4645690848
	7.4588251313 | 7.4375170747 | 0.0004540333
	7.4588251313 | 5.9855583927 | 2.1705148829
	7.4588251313 | 7.5834928290 | 0.0155420348
	7.4588251313 | 8.7062107762 | 1.5559709472
	7.4588251313 | 7.6439520250 | 0.0342719668
	7.4588251313 | 7.9935434870 | 0.2859237199
	7.4588251313 | 7.9071340949 | 0.2009809269
