Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 154,154,154
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.49310849718002902620
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 8.6245663084 | 1.3589524921
	7.4588251313 | 8.0965868249 | 0.4067399778
	7.4588251313 | 7.7588696332 | 0.0900267031
	7.4588251313 | 6.3831718135 | 1.1570300601
	7.4588251313 | 7.8209054639 | 0.1311021673
	7.4588251313 | 6.3339635928 | 1.2653134807
	7.4588251313 | 7.4579297970 | 0.0000008016
	7.4588251313 | 7.0684824206 | 0.1523674318
	7.4588251313 | 8.3140854612 | 0.7314702320
	7.4588251313 | 6.4764653815 | 0.9650306780
	7.4588251313 | 7.7864117676 | 0.1073130043
	7.4588251313 | 7.0920037863 | 0.1345578991
	7.4588251313 | 8.4956392883 | 1.0749835961
	7.4588251313 | 6.8245589203 | 0.4022936264
	7.4588251313 | 8.2378546184 | 0.6068869418
	7.4588251313 | 7.6168622986 | 0.0249757463
	7.4588251313 | 7.4734982870 | 0.0002153015
	7.4588251313 | 7.9467880384 | 0.2381077988
	7.4588251313 | 6.4084410067 | 1.1033068092
	7.4588251313 | 6.1601305934 | 1.6866075027
	7.4588251313 | 7.3912464588 | 0.0045668770
	7.4588251313 | 6.9428530565 | 0.2662271820
	7.4588251313 | 7.4710091634 | 0.0001484506
	7.4588251313 | 6.9060299767 | 0.3055824830
	7.4588251313 | 7.6231039520 | 0.0269875309
	7.4588251313 | 7.7391299102 | 0.0785707691
	7.4588251313 | 8.1406414224 | 0.4648734549
	7.4588251313 | 6.9996047363 | 0.2108833712
	7.4588251313 | 8.0034361286 | 0.2966011384
	7.4588251313 | 6.5216940825 | 0.8782146027
	7.4588251313 | 7.8670211546 | 0.1666239934
	7.4588251313 | 5.8848168993 | 2.4775019145
	7.4588251313 | 7.4530920655 | 0.0000328680
	7.4588251313 | 6.3297946267 | 1.2747098803
	7.4588251313 | 6.5762902999 | 0.7788677287
	7.4588251313 | 8.3862209235 | 0.8600629553
	7.4588251313 | 8.0240269455 | 0.3194530908
	7.4588251313 | 7.8298708022 | 0.1376748899
	7.4588251313 | 7.5111824529 | 0.0027412891
	7.4588251313 | 7.4383985044 | 0.0004172471
