Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 365,365,365
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 18.81430073371090472278
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 46.2151450857 | 0.3168706588
	3.6193580194 | 5.7910977922 | 4.7164536407
	14.8101968258 | 12.6431085988 | 4.6962713836
	95.6802585245 | 92.1599608723 | 12.3924955599
	80.7599408181 | 77.4849774890 | 10.7253848070
	151.9124776000 | 149.2202948797 | 7.2478477996
	38.1071303166 | 35.7887639365 | 5.3748226721
	60.5283449415 | 58.1988351038 | 5.4266160842
	15.7713610460 | 14.8031793116 | 0.9373758708
	26.9295441315 | 26.7721127659 | 0.0247846349
	45.3353975536 | 45.2630790069 | 0.0052299722
	26.9394855072 | 27.4760302097 | 0.2878802177
	18.7386443260 | 18.4377095941 | 0.0905617128
	12.9336643570 | 12.5793587695 | 0.1255324493
	14.2649027747 | 16.7547565194 | 6.1993716702
	41.8627761972 | 42.5804007679 | 0.5149850244
	23.8797765501 | 23.1189555486 | 0.5788485964
	13.8573527199 | 15.4878858945 | 2.6586384337
	14.6417113659 | 16.6917699385 | 4.2027401511
	7.6741391471 | 7.3841763944 | 0.0840783980
	21.0954875292 | 21.9358045308 | 0.7061326631
	7.3071484354 | 12.8575181599 | 30.8066040789
	8.1531554515 | 11.3010495032 | 9.9092369611
	17.5377826988 | 15.7802958357 | 3.0887600738
	16.0668745556 | 16.6465063106 | 0.3359729715
	12.1911370473 | 14.8780689437 | 7.2196030162
	8.8726714451 | 10.8074061727 | 3.7431984662
	11.2864427278 | 15.1623202779 | 15.0224267834
	10.1091975389 | 12.5565602054 | 5.9895840213
	8.0182772777 | 10.0174611497 | 3.9967361541
	14.6978954500 | 18.1716872418 | 12.0672294128
	6.2137733467 | 4.1251758533 | 4.3622394895
	18.2282702253 | 17.5258393052 | 0.4934091975
	10.7750992010 | 15.8610676435 | 25.8670749980
	10.2547250236 | 14.3679325028 | 16.9184757666
	5.8496227769 | 7.1745019927 | 1.7553049366
	7.5810516990 | 8.4446875169 | 0.7458668260
	8.4908655969 | 10.1872511548 | 2.8777239610
	6.0780658615 | 12.1146361894 | 36.4401813240
	7.0879116947 | 17.3360998887 | 105.0253612595
