Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 428,428,428
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.11916732894218817762
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 8.0199200316 | 0.3148274872
	7.4588251313 | 7.8553848788 | 0.1572596334
	7.4588251313 | 7.5789913136 | 0.0144399114
	7.4588251313 | 7.7018591509 | 0.0590655347
	7.4588251313 | 6.5646675572 | 0.7995177673
	7.4588251313 | 7.6661446464 | 0.0429813813
	7.4588251313 | 8.1116411901 | 0.4261688067
	7.4588251313 | 7.0386486099 | 0.1765483091
	7.4588251313 | 8.1319264003 | 0.4530653184
	7.4588251313 | 7.9171667734 | 0.2100770609
	7.4588251313 | 7.6859139687 | 0.0515693401
	7.4588251313 | 6.4675191164 | 0.9826876151
	7.4588251313 | 7.5590517332 | 0.0100453717
	7.4588251313 | 7.8518748454 | 0.1544880777
	7.4588251313 | 8.0415236253 | 0.3395375350
	7.4588251313 | 6.5294614731 | 0.8637168092
	7.4588251313 | 7.1094185660 | 0.1220849478
	7.4588251313 | 6.2563734241 | 1.4458901081
	7.4588251313 | 7.8879661499 | 0.1841620139
	7.4588251313 | 8.4581055465 | 0.9985613482
	7.4588251313 | 7.6489250837 | 0.0361379919
	7.4588251313 | 7.7037083696 | 0.0599678004
	7.4588251313 | 7.8077237660 | 0.1217302573
	7.4588251313 | 7.5074150176 | 0.0023609771
	7.4588251313 | 7.8090693107 | 0.1226709852
	7.4588251313 | 8.3787781178 | 0.8463134974
	7.4588251313 | 6.6480908853 | 0.6572900176
	7.4588251313 | 5.8656772269 | 2.5381202451
	7.4588251313 | 5.9931580973 | 2.1481798545
	7.4588251313 | 7.2933012958 | 0.0273981401
	7.4588251313 | 7.6511052502 | 0.0369716441
	7.4588251313 | 8.2215197790 | 0.5817031257
	7.4588251313 | 7.5802295562 | 0.0147390344
	7.4588251313 | 8.3107244822 | 0.7257325042
	7.4588251313 | 8.0802585006 | 0.3861794326
	7.4588251313 | 7.5174909659 | 0.0034416802
	7.4588251313 | 7.4750562589 | 0.0002634495
	7.4588251313 | 8.3544077288 | 0.8020681889
	7.4588251313 | 7.5203268279 | 0.0037824587
	7.4588251313 | 7.6728200425 | 0.0457938220
