Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 111,111,111
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.61362142749391423990
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.3613809927 | 0.0094953601
	7.4588251313 | 7.9644794535 | 0.2556862936
	7.4588251313 | 6.5603814763 | 0.8072010013
	7.4588251313 | 7.6548947679 | 0.0384433024
	7.4588251313 | 5.9764005491 | 2.1975826419
	7.4588251313 | 7.3007357066 | 0.0249922662
	7.4588251313 | 8.0878227645 | 0.3956380225
	7.4588251313 | 8.1265507433 | 0.4458574929
	7.4588251313 | 6.7648066340 | 0.4816616746
	7.4588251313 | 6.8293930751 | 0.3961847134
	7.4588251313 | 6.8572991800 | 0.3618334701
	7.4588251313 | 7.3946464336 | 0.0041189052
	7.4588251313 | 8.2625426379 | 0.6459618304
	7.4588251313 | 6.0098645746 | 2.0994866950
	7.4588251313 | 7.3458754344 | 0.0127576340
	7.4588251313 | 8.2026753829 | 0.5533131968
	7.4588251313 | 7.5861167503 | 0.0162031563
	7.4588251313 | 8.1161989863 | 0.4321403853
	7.4588251313 | 7.7833523738 | 0.1053179312
	7.4588251313 | 6.5835589577 | 0.7660908747
	7.4588251313 | 8.5043868008 | 1.0931992048
	7.4588251313 | 7.3860046534 | 0.0053028220
	7.4588251313 | 7.3401795162 | 0.0140767820
	7.4588251313 | 8.3090761830 | 0.7229268509
	7.4588251313 | 6.2528396517 | 1.4544009770
	7.4588251313 | 5.9253524767 | 2.3515383824
	7.4588251313 | 7.8428677262 | 0.1474887147
	7.4588251313 | 7.4212843554 | 0.0014093099
	7.4588251313 | 6.3925432617 | 1.1369570255
	7.4588251313 | 7.3104001855 | 0.0220299645
	7.4588251313 | 8.6129715988 | 1.3320540684
	7.4588251313 | 7.7722915202 | 0.0982611770
	7.4588251313 | 7.8083462634 | 0.1221650218
	7.4588251313 | 7.4447444043 | 0.0001982669
	7.4588251313 | 6.8375573308 | 0.3859736800
	7.4588251313 | 7.2603796625 | 0.0393806041
	7.4588251313 | 8.0152552353 | 0.3096144606
	7.4588251313 | 7.8389955137 | 0.1445295197
	7.4588251313 | 8.1416178296 | 0.4662058689
	7.4588251313 | 6.2807660803 | 1.3878231275
