Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 477,477,477
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 23.20191882388245829816
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.1665240576 | 2.2073293656
	3.6193580194 | 8.9432680622 | 28.3440181436
	14.8101968258 | 16.8956702479 | 4.3491993942
	95.6802585245 | 90.6587840956 | 25.2152054398
	80.7599408181 | 76.7512937582 | 16.0692512504
	151.9124776000 | 151.0559056991 | 0.7337154215
	38.1071303166 | 34.5377511404 | 12.7404677030
	60.5283449415 | 58.1262266541 | 5.7701722668
	15.7713610460 | 22.0518463231 | 39.4444953162
	26.9295441315 | 26.7487497119 | 0.0326866221
	45.3353975536 | 44.6275109339 | 0.5011034665
	26.9394855072 | 26.0790739688 | 0.7403080155
	18.7386443260 | 21.6599283193 | 8.5339001694
	12.9336643570 | 13.1614356155 | 0.0518797462
	14.2649027747 | 19.3110595136 | 25.4636978340
	41.8627761972 | 39.5117741183 | 5.5272107751
	23.8797765501 | 23.8613403340 | 0.0003398941
	13.8573527199 | 14.2306296256 | 0.1393356483
	14.6417113659 | 17.3412413329 | 7.2874620429
	7.6741391471 | 11.6054122771 | 15.4549084227
	21.0954875292 | 24.4550114042 | 11.2864006667
	7.3071484354 | 8.5207241902 | 1.4727661128
	8.1531554515 | 11.8750635048 | 13.8525995573
	17.5377826988 | 16.6299793923 | 0.8241068433
	16.0668745556 | 17.4997857332 | 2.0532344429
	12.1911370473 | 15.7213181603 | 12.4621786908
	8.8726714451 | 12.3715625468 | 12.2422389412
	11.2864427278 | 21.5806407411 | 105.9705127374
	10.1091975389 | 11.6010425337 | 2.2256014886
	8.0182772777 | 9.3474172221 | 1.7666129917
	14.6978954500 | 19.5990381096 | 24.0211993696
	6.2137733467 | 12.4566454143 | 38.9734516516
	18.2282702253 | 24.5000633082 | 39.3353884741
	10.7750992010 | 13.6685391507 | 8.3719947424
	10.2547250236 | 13.9351377063 | 13.5454375150
	5.8496227769 | 11.6054122771 | 33.1291127709
	7.5810516990 | 7.2757131430 | 0.0932316337
	8.4908655969 | 5.7123062282 | 7.7203921655
	6.0780658615 | 8.9954616468 | 8.5111981682
	7.0879116947 | 8.4534486619 | 1.8646912087
